BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3147  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2HW            '  /                                              
FILENAME= '08D2HWFC_RECAL_ATM[*,1,1]'  /
6064.59801316264  2.917205E-19
6065.96542871001  7.667913E-19
6067.33284425738  3.087946E-19
6068.70025980475  6.601953E-19
6070.06767535212  9.223331E-19
6071.43509089949  5.996352E-19
6072.80250644686  4.734952E-19
6074.16992199423  1.213539E-18
6075.53733754161  3.222829E-19
6076.90475308898  5.595112E-19
6078.27216863635  2.503053E-20
6079.63958418372  1.861712E-19
6081.00699973109  7.423169E-19
6082.37441527846  5.475324E-19
6083.74183082583  7.131726E-19
6085.1092463732  6.357738E-19
6086.47666192057  7.736172E-19
6087.84407746794  6.377031E-20
6089.21149301531  7.178743E-19
6090.57890856269  5.238965E-19
6091.94632411006  1.033021E-18
6093.31373965743  6.613388E-19
6094.6811552048  7.022527E-19
6096.04857075217  1.169036E-18
6097.41598629954  8.795580E-19
6098.78340184691  6.328473E-19
6100.15081739428  3.061730E-19
6101.51823294165  2.866751E-19
6102.88564848902  5.884023E-19
6104.25306403639  1.017498E-18
6105.62047958377  9.017193E-19
6106.98789513114  5.787234E-19
6108.35531067851  1.237227E-18
6109.72272622588  2.986752E-20
6111.09014177325  8.288413E-19
6112.45755732062  4.951255E-19
6113.82497286799  4.501625E-19
6115.19238841536  8.205857E-19
6116.55980396273  8.817337E-19
6117.9272195101  2.299738E-20
6119.29463505747  4.617081E-19
6120.66205060484  5.679899E-19
6122.02946615222  3.635988E-19
6123.39688169959  6.365126E-19
6124.76429724696  9.358362E-19
6126.13171279433  1.128412E-18
6127.4991283417  9.251501E-19
6128.86654388907  5.150003E-19
6130.23395943644  3.523555E-19
6131.60137498381  1.063993E-18
6132.96879053118  9.217770E-19
6134.33620607855  4.313221E-19
6135.70362162592  1.873908E-19
6137.07103717329  5.189655E-19
6138.43845272067  6.802532E-19
6139.80586826804  1.021699E-18
6141.17328381541  6.031655E-19
6142.54069936278  4.678242E-19
6143.90811491015  7.093548E-19
6145.27553045752  9.921897E-19
6146.64294600489  1.016197E-18
6148.01036155226  5.641863E-19
6149.37777709963  -3.052171E-21
6150.745192647  2.932576E-19
6152.11260819437  2.682320E-19
6153.48002374175  9.691065E-19
6154.84743928912  7.305989E-19
6156.21485483649  1.762177E-19
6157.58227038386  4.420806E-19
6158.94968593123  5.414476E-19
6160.3171014786  3.189147E-19
6161.68451702597  5.078462E-19
6163.05193257334  3.611504E-19
6164.41934812071  7.360459E-19
6165.78676366808  3.012121E-19
6167.15417921546  6.229799E-19
6168.52159476283  3.273894E-19
6169.8890103102  8.071217E-19
6171.25642585757  4.685698E-19
6172.62384140494  5.965319E-19
6173.99125695231  1.055653E-18
6175.35867249968  6.967365E-19
6176.72608804705  -1.231148E-19
6178.09350359442  7.931202E-19
6179.46091914179  1.002356E-18
6180.82833468917  3.253335E-19
6182.19575023654  4.333708E-19
6183.56316578391  3.127348E-19
6184.93058133128  7.299828E-19
6186.29799687865  8.284489E-19
6187.66541242602  7.988090E-19
6189.03282797339  5.060822E-19
6190.40024352076  1.015201E-18
6191.76765906813  5.444188E-19
6193.1350746155  1.616736E-19
6194.50249016288  7.217584E-19
6195.86990571025  7.867613E-19
6197.23732125762  5.514159E-19
6198.60473680499  9.163979E-19
6199.97215235236  4.761161E-19
6201.33956789973  9.709382E-19
6202.7069834471  6.736492E-19
6204.07439899447  3.849931E-19
6205.44181454184  3.629486E-19
6206.80923008921  6.926293E-19
6208.17664563658  7.535833E-19
6209.54406118395  9.590727E-19
6210.91147673133  8.692281E-19
6212.2788922787  4.107439E-19
6213.64630782607  4.031584E-19
6215.01372337344  4.222356E-19
6216.38113892081  5.653549E-19
6217.74855446818  4.195386E-19
6219.11597001555  4.293483E-19
6220.48338556292  9.361070E-19
6221.85080111029  1.041469E-18
6223.21821665766  7.459132E-19
6224.58563220503  6.892415E-19
6225.9530477524  4.972572E-19
6227.32046329978  3.928710E-19
6228.68787884715  5.840876E-19
6230.05529439452  8.727544E-19
6231.42270994189  7.108106E-19
6232.79012548926  5.220967E-19
6234.15754103663  5.691360E-19
6235.524956584  9.759943E-19
6236.89237213137  9.212556E-19
6238.25978767874  6.198516E-19
6239.62720322611  8.211420E-19
6240.99461877348  7.967817E-19
6242.36203432086  1.094285E-18
6243.72944986823  5.997708E-19
6245.0968654156  9.755714E-19
6246.46428096297  9.131099E-19
6247.83169651034  1.068268E-18
6249.19911205771  6.019033E-19
6250.56652760508  9.043412E-19
6251.93394315245  1.331126E-18
6253.30135869982  7.493393E-19
6254.66877424719  3.231504E-19
6256.03618979456  3.687656E-19
6257.40360534194  3.835976E-19
6258.77102088931  5.763422E-19
6260.13843643668  8.216886E-19
6261.50585198405  9.300288E-19
6262.87326753142  1.059666E-18
6264.24068307879  3.675980E-19
6265.60809862616  5.534746E-19
6266.97551417353  4.193452E-19
6268.3429297209  3.965408E-19
6269.71034526827  7.939347E-19
6271.07776081565  1.011261E-18
6272.44517636301  1.122151E-18
6273.81259191039  7.902083E-19
6275.18000745776  8.564193E-19
6276.54742300513  5.496046E-19
6277.9148385525  7.947190E-19
6279.28225409987  7.379856E-19
6280.64966964724  9.028550E-19
6282.01708519461  5.620183E-19
6283.38450074198  4.090437E-19
6284.75191628935  5.349466E-19
6286.11933183672  6.291595E-19
6287.48674738409  6.924396E-19
6288.85416293146  5.225112E-19
6290.22157847884  5.193534E-19
6291.58899402621  5.276977E-19
6292.95640957358  5.632683E-19
6294.32382512095  4.816220E-19
6295.69124066832  9.177570E-19
6297.05865621569  6.229027E-19
6298.42607176306  6.084320E-19
6299.79348731043  7.190016E-19
6301.1609028578  1.347435E-19
6302.52831840517  8.546377E-19
6303.89573395255  1.205338E-18
6305.26314949992  8.580941E-19
6306.63056504729  6.310539E-19
6307.99798059466  7.832360E-19
6309.36539614203  4.390847E-19
6310.7328116894  8.228053E-19
6312.10022723677  9.924252E-19
6313.46764278414  1.145290E-18
6314.83505833151  6.257198E-19
6316.20247387888  7.354670E-19
6317.56988942625  6.379900E-19
6318.93730497363  3.906065E-19
6320.304720521  3.746081E-19
6321.67213606837  2.659544E-19
6323.03955161574  -8.141970E-20
6324.40696716311  7.359904E-19
6325.77438271048  5.400548E-19
6327.14179825785  4.421257E-19
6328.50921380522  -4.984631E-20
6329.87662935259  3.258187E-19
6331.24404489996  6.205593E-19
6332.61146044734  6.989625E-19
6333.97887599471  7.774954E-19
6335.34629154208  5.730871E-19
6336.71370708945  8.286438E-19
6338.08112263682  1.780596E-19
6339.44853818419  8.128527E-19
6340.81595373156  2.852739E-19
6342.18336927893  -9.338860E-21
6343.5507848263  7.209302E-19
6344.91820037367  7.129229E-19
6346.28561592104  3.843716E-19
6347.65303146842  2.996785E-19
6349.02044701579  3.831777E-19
6350.38786256316  1.174773E-19
6351.75527811053  1.386599E-19
6353.1226936579  9.907242E-20
6354.49010920527  2.764054E-19
6355.85752475264  4.427818E-19
6357.22494030001  3.101445E-19
6358.59235584738  7.219317E-19
6359.95977139475  7.228864E-19
6361.32718694212  2.501359E-19
6362.69460248949  2.753119E-19
6364.06201803687  7.418753E-19
6365.42943358424  6.517439E-19
6366.79684913161  4.340748E-19
6368.16426467898  5.193232E-19
6369.53168022635  3.889032E-19
6370.89909577372  7.574242E-19
6372.26651132109  1.052762E-18
6373.63392686846  4.747488E-19
6375.00134241583  7.432453E-19
6376.3687579632  8.308988E-19
6377.73617351057  3.679363E-19
6379.10358905795  6.329183E-19
6380.47100460532  4.175806E-19
6381.83842015269  4.751371E-19
6383.20583570006  7.959381E-19
6384.57325124743  5.223312E-19
6385.9406667948  3.581279E-19
6387.30808234217  6.218235E-19
6388.67549788954  7.662739E-19
6390.04291343691  4.345912E-19
6391.41032898428  3.455397E-19
6392.77774453165  4.748727E-19
6394.14516007902  6.270366E-19
6395.5125756264  2.366375E-19
6396.87999117377  7.969075E-19
6398.24740672114  5.745513E-19
6399.61482226851  4.735047E-19
6400.98223781588  3.474626E-19
6402.34965336325  5.431637E-19
6403.71706891062  2.121918E-19
6405.08448445799  2.511437E-19
6406.45190000536  4.508254E-19
6407.81931555273  2.506323E-19
6409.1867311001  6.670534E-19
6410.55414664748  5.458323E-19
6411.92156219485  4.879688E-19
6413.28897774222  6.978764E-19
6414.65639328959  5.547785E-19
6416.02380883696  7.184855E-19
6417.39122438433  5.597600E-19
6418.7586399317  3.374245E-19
6420.12605547907  5.625012E-19
6421.49347102644  4.292666E-19
6422.86088657381  3.534083E-19
6424.22830212118  6.778763E-19
6425.59571766855  5.189240E-19
6426.96313321593  2.686426E-19
6428.3305487633  6.337170E-19
6429.69796431067  8.101000E-19
6431.06537985804  1.148036E-18
6432.43279540541  1.103551E-18
6433.80021095278  3.846837E-19
6435.16762650015  2.523761E-19
6436.53504204752  7.818737E-19
6437.90245759489  8.608889E-19
6439.26987314226  6.478478E-19
6440.63728868963  8.308462E-19
6442.00470423701  2.973909E-19
6443.37211978438  3.599545E-19
6444.73953533175  2.346910E-19
6446.10695087912  4.931197E-19
6447.47436642649  4.838118E-19
6448.84178197386  6.602918E-19
6450.20919752123  -7.439282E-20
6451.5766130686  6.243717E-19
6452.94402861597  4.110424E-19
6454.31144416334  6.990984E-19
6455.67885971072  4.358405E-19
6457.04627525809  6.620925E-19
6458.41369080546  3.425206E-19
6459.78110635283  3.286224E-19
6461.1485219002  6.060016E-19
6462.51593744757  4.220976E-19
6463.88335299494  9.074541E-19
6465.25076854231  6.362257E-19
6466.61818408968  4.756622E-19
6467.98559963705  1.890794E-19
6469.35301518443  5.888343E-19
6470.7204307318  2.311175E-19
6472.08784627917  7.363805E-19
6473.45526182654  7.185311E-19
6474.82267737391  5.280591E-19
6476.19009292128  -3.265931E-19
6477.55750846865  3.889921E-19
6478.92492401602  4.886744E-19
6480.29233956339  4.364814E-19
6481.65975511076  1.137953E-18
6483.02717065813  9.427580E-19
6484.39458620551  4.684298E-19
6485.76200175288  4.017635E-19
6487.12941730025  5.288658E-19
6488.49683284762  5.038047E-19
6489.86424839499  2.848634E-19
6491.23166394236  4.369030E-19
6492.59907948973  2.771898E-19
6493.9664950371  8.751170E-19
6495.33391058447  -2.125224E-19
6496.70132613184  8.178820E-19
6498.06874167921  7.835083E-19
6499.43615722659  5.994473E-19
6500.80357277396  7.207476E-19
6502.17098832133  4.311553E-19
6503.5384038687  7.203243E-19
6504.90581941607  4.862884E-19
6506.27323496344  8.518850E-19
6507.64065051081  9.405203E-19
6509.00806605818  7.011835E-19
6510.37548160555  7.967674E-19
6511.74289715292  4.807308E-19
6513.11031270029  4.285323E-19
6514.47772824766  3.542774E-19
6515.84514379504  8.568211E-19
6517.21255934241  4.701410E-19
6518.57997488978  7.762211E-19
6519.94739043715  4.295067E-19
6521.31480598452  2.040477E-19
6522.68222153189  5.681191E-19
6524.04963707926  4.588344E-19
6525.41705262663  8.634367E-19
6526.784468174  1.000179E-18
6528.15188372137  6.019076E-19
6529.51929926874  7.619514E-19
6530.88671481612  7.825754E-19
6532.25413036349  4.140075E-19
6533.62154591086  5.936458E-19
6534.98896145823  3.868810E-19
6536.3563770056  7.449950E-19
6537.72379255297  7.599865E-19
6539.09120810034  8.874148E-19
6540.45862364771  2.226389E-19
6541.82603919508  3.838889E-19
6543.19345474245  5.250562E-19
6544.56087028982  4.626405E-19
6545.9282858372  7.947634E-19
6547.29570138457  5.618949E-19
6548.66311693194  2.869982E-19
6550.03053247931  3.052186E-19
6551.39794802668  7.958541E-19
6552.76536357405  7.091838E-19
6554.13277912142  5.578172E-19
6555.50019466879  8.943226E-19
6556.86761021616  8.584070E-19
6558.23502576354  6.561259E-19
6559.60244131091  6.487560E-19
6560.96985685828  5.261127E-19
6562.33727240565  7.045984E-19
6563.70468795302  8.071850E-19
6565.07210350039  7.087079E-19
6566.43951904776  6.984080E-19
6567.80693459513  6.225650E-19
6569.1743501425  5.864733E-19
6570.54176568987  8.588504E-19
6571.90918123724  6.894699E-19
6573.27659678461  6.972243E-19
6574.64401233199  5.177430E-19
6576.01142787936  6.930287E-19
6577.37884342672  3.748691E-19
6578.7462589741  6.837015E-19
6580.11367452147  6.766098E-19
6581.48109006884  -1.420855E-20
6582.84850561621  5.237260E-19
6584.21592116358  3.541272E-19
6585.58333671095  3.492900E-19
6586.95075225832  6.082817E-19
6588.31816780569  6.870522E-19
6589.68558335307  6.671898E-19
6591.05299890044  7.955518E-19
6592.42041444781  5.302409E-19
6593.78782999518  5.435419E-19
6595.15524554255  5.285110E-19
6596.52266108992  5.327365E-19
6597.89007663729  4.698925E-19
6599.25749218466  3.489016E-19
6600.62490773203  6.025292E-19
6601.9923232794  6.362352E-19
6603.35973882677  4.456447E-19
6604.72715437414  4.793667E-19
6606.09456992152  4.901805E-19
6607.46198546889  7.160573E-19
6608.82940101626  7.195320E-19
6610.19681656363  7.287902E-19
6611.564232111  6.683754E-19
6612.93164765837  7.443872E-19
6614.29906320574  7.325614E-19
6615.66647875311  4.930177E-19
6617.03389430048  5.352978E-19
6618.40130984785  7.610036E-19
6619.76872539522  6.071605E-19
6621.13614094259  4.832773E-19
6622.50355648997  6.871871E-19
6623.87097203734  8.664898E-19
6625.23838758471  8.485950E-19
6626.60580313208  7.779825E-19
6627.97321867945  3.082443E-19
6629.34063422682  4.169830E-19
6630.70804977419  2.984671E-19
6632.07546532156  3.126202E-19
6633.44288086893  7.092752E-19
6634.8102964163  4.124231E-19
6636.17771196367  6.969363E-19
6637.54512751105  8.455924E-19
6638.91254305842  8.323084E-19
6640.27995860579  5.357687E-19
6641.64737415316  8.888740E-19
6643.01478970053  1.093667E-18
6644.3822052479  6.378218E-19
6645.74962079527  8.774176E-19
6647.11703634264  5.203299E-19
6648.48445189001  5.854841E-19
6649.85186743738  7.041546E-19
6651.21928298476  6.866665E-19
6652.58669853212  8.934250E-19
6653.9541140795  6.898393E-19
6655.32152962687  7.586511E-19
6656.68894517424  4.366315E-19
6658.05636072161  7.540743E-19
6659.42377626898  7.350747E-19
6660.79119181635  4.959663E-19
6662.15860736372  5.092970E-19
6663.52602291109  5.335868E-19
6664.89343845846  6.739382E-19
6666.26085400583  6.088777E-19
6667.62826955321  5.724794E-19
6668.99568510058  7.054621E-19
6670.36310064795  1.078210E-18
6671.73051619532  2.733472E-19
6673.09793174269  9.155205E-19
6674.46534729006  8.879660E-19
6675.83276283743  7.401099E-19
6677.2001783848  6.610881E-19
6678.56759393217  8.483119E-19
6679.93500947954  8.016669E-19
6681.30242502691  8.217804E-19
6682.66984057428  5.481414E-19
6684.03725612166  4.225943E-19
6685.40467166903  8.762548E-19
6686.7720872164  5.911773E-19
6688.13950276377  6.430938E-19
6689.50691831114  9.112577E-19
6690.87433385851  6.832020E-19
6692.24174940588  6.149273E-19
6693.60916495325  5.975090E-19
6694.97658050062  8.231991E-19
6696.34399604799  5.186716E-19
6697.71141159536  3.628906E-19
6699.07882714274  6.104300E-19
6700.44624269011  7.730571E-19
6701.81365823748  9.965880E-19
6703.18107378485  7.926689E-19
6704.54848933222  4.635290E-19
6705.91590487959  9.145752E-19
6707.28332042696  7.885842E-19
6708.65073597433  1.038719E-18
6710.0181515217  8.446978E-19
6711.38556706908  6.478920E-19
6712.75298261645  8.617084E-19
6714.12039816382  6.243984E-19
6715.48781371119  9.756387E-19
6716.85522925856  6.957171E-19
6718.22264480593  8.967920E-19
6719.5900603533  4.201007E-19
6720.95747590067  5.045107E-19
6722.32489144804  9.350237E-19
6723.69230699541  7.146480E-19
6725.05972254278  7.742711E-19
6726.42713809015  7.557875E-19
6727.79455363753  1.245902E-18
6729.1619691849  8.965391E-19
6730.52938473227  6.472689E-19
6731.89680027964  7.576109E-19
6733.26421582701  7.419389E-19
6734.63163137438  7.386629E-19
6735.99904692175  9.079849E-19
6737.36646246912  1.117552E-18
6738.73387801649  8.579040E-19
6740.10129356386  1.039718E-18
6741.46870911123  6.198608E-19
6742.83612465861  8.188050E-19
6744.20354020598  5.171627E-19
6745.57095575335  4.864257E-19
6746.93837130072  6.673866E-19
6748.30578684809  6.909873E-19
6749.67320239546  8.846843E-19
6751.04061794283  9.846010E-19
6752.4080334902  9.762027E-19
6753.77544903757  1.100325E-18
6755.14286458494  5.823622E-19
6756.51028013231  9.741273E-19
6757.87769567968  9.372153E-19
6759.24511122706  8.567500E-19
6760.61252677443  8.298331E-19
6761.9799423218  1.000225E-18
6763.34735786917  1.211103E-18
6764.71477341654  8.045683E-19
6766.08218896391  1.154938E-18
6767.44960451128  7.612490E-19
6768.81702005865  5.188503E-19
6770.18443560602  1.107751E-18
6771.55185115339  1.036026E-18
6772.91926670077  8.181671E-19
6774.28668224814  1.273938E-18
6775.65409779551  5.295965E-19
6777.02151334288  -1.756411E-19
6778.38892889025  8.158740E-19
6779.75634443762  9.347809E-19
6781.12375998499  1.014451E-18
6782.49117553236  9.052089E-19
6783.85859107973  5.616961E-19
6785.2260066271  8.764092E-19
6786.59342217447  1.051462E-18
6787.96083772185  7.878172E-19
6789.32825326922  9.869039E-19
6790.69566881659  5.662711E-19
6792.06308436396  6.143069E-19
6793.43049991133  1.048885E-18
6794.7979154587  1.037628E-18
6796.16533100607  7.383901E-19
6797.53274655344  9.286633E-19
6798.90016210081  1.010487E-18
6800.26757764818  1.253235E-18
6801.63499319555  1.195156E-18
6803.00240874293  8.728105E-19
6804.3698242903  8.045366E-19
6805.73723983767  8.976565E-19
6807.10465538504  1.327685E-18
6808.47207093241  8.454210E-19
6809.83948647978  7.986673E-19
6811.20690202715  8.971412E-19
6812.57431757452  9.246801E-19
6813.94173312189  9.120468E-19
6815.30914866926  8.922641E-19
6816.67656421663  7.987314E-19
6818.043979764  6.600597E-19
6819.41139531138  8.747513E-19
6820.77881085875  8.283099E-19
6822.14622640612  1.095383E-18
6823.51364195349  8.961652E-19
6824.88105750086  8.207525E-19
6826.24847304823  1.978989E-19
6827.6158885956  8.413194E-19
6828.98330414297  1.237964E-18
6830.35071969034  1.068068E-18
6831.71813523771  1.027122E-18
6833.08555078508  1.558519E-18
6834.45296633246  1.230128E-18
6835.82038187983  1.163739E-18
6837.1877974272  1.243880E-18
6838.55521297457  1.103364E-18
6839.92262852194  8.755077E-19
6841.29004406931  8.830342E-19
6842.65745961668  7.549372E-19
6844.02487516405  9.830682E-19
6845.39229071142  9.312970E-19
6846.75970625879  8.260729E-19
6848.12712180617  1.157159E-18
6849.49453735354  1.123815E-18
6850.86195290091  1.309951E-18
6852.22936844828  8.136662E-19
6853.59678399565  9.836189E-19
6854.96419954302  9.547361E-19
6856.33161509039  9.431544E-19
6857.69903063776  8.364002E-19
6859.06644618513  7.957109E-19
6860.4338617325  8.897418E-19
6861.80127727987  4.053896E-19
6863.16869282724  4.970233E-19
6864.53610837462  8.311379E-19
6865.90352392199  9.882020E-19
6867.27093946936  8.542068E-19
6868.63835501673  1.052524E-18
6870.0057705641  3.125519E-19
6871.37318611147  5.929373E-19
6872.74060165884  9.164920E-19
6874.10801720621  4.165601E-19
6875.47543275358  4.080206E-19
6876.84284830095  5.705579E-19
6878.21026384832  8.618164E-19
6879.57767939569  9.725913E-19
6880.94509494307  6.947468E-19
6882.31251049044  1.124225E-18
6883.67992603781  9.510669E-19
6885.04734158518  8.772917E-19
6886.41475713255  7.628256E-19
6887.78217267992  7.203582E-19
6889.14958822729  8.933770E-19
6890.51700377466  8.014105E-19
6891.88441932203  7.942335E-19
6893.25183486941  1.008374E-18
6894.61925041677  9.645846E-19
6895.98666596415  8.574099E-19
6897.35408151152  6.533219E-19
6898.72149705889  7.281672E-19
6900.08891260626  8.566445E-19
6901.45632815363  1.115317E-18
6902.823743701  1.168128E-18
6904.19115924837  7.153358E-19
6905.55857479574  5.565726E-19
6906.92599034311  5.794343E-19
6908.29340589048  8.535908E-19
6909.66082143786  9.471317E-19
6911.02823698523  1.210160E-18
6912.3956525326  7.203405E-19
6913.76306807997  7.399112E-19
6915.13048362734  1.018729E-18
6916.49789917471  8.553539E-19
6917.86531472208  2.577627E-19
6919.23273026945  5.815487E-19
6920.60014581682  6.606177E-19
6921.96756136419  6.744087E-19
6923.33497691156  9.712274E-19
6924.70239245893  1.286297E-18
6926.06980800631  9.159598E-19
6927.43722355368  6.271813E-19
6928.80463910105  4.943549E-19
6930.17205464842  5.670721E-19
6931.53947019579  7.739563E-19
6932.90688574316  7.820100E-19
6934.27430129053  8.890425E-19
6935.6417168379  8.573950E-19
6937.00913238527  8.428410E-19
6938.37654793265  7.003485E-19
6939.74396348002  6.810511E-19
6941.11137902739  7.345318E-19
6942.47879457476  7.922390E-19
6943.84621012213  8.428253E-19
6945.2136256695  8.301411E-19
6946.58104121687  1.088776E-18
6947.94845676424  5.002321E-19
6949.31587231161  5.624817E-19
6950.68328785898  7.224960E-19
6952.05070340635  9.873229E-19
6953.41811895372  1.067022E-18
6954.7855345011  9.562630E-19
6956.15295004847  8.241296E-19
6957.52036559584  5.058586E-19
6958.88778114321  9.781271E-19
6960.25519669058  1.107965E-18
6961.62261223795  5.929637E-19
6962.99002778532  7.688364E-19
6964.35744333269  1.008264E-18
6965.72485888006  9.589785E-19
6967.09227442743  8.417381E-19
6968.4596899748  7.626071E-19
6969.82710552217  8.075552E-19
6971.19452106955  1.000242E-18
6972.56193661692  9.666532E-19
6973.92935216429  1.026250E-18
6975.29676771166  1.298711E-18
6976.66418325903  1.326540E-18
6978.0315988064  1.028837E-18
6979.39901435377  1.249718E-18
6980.76642990114  1.051393E-18
6982.13384544851  1.150775E-18
6983.50126099588  9.254209E-19
6984.86867654325  9.736618E-19
6986.23609209063  9.150105E-19
6987.603507638  9.488100E-19
6988.97092318537  1.123428E-18
6990.33833873274  9.267482E-19
6991.70575428011  1.104649E-18
6993.07316982748  1.190166E-18
6994.44058537485  1.112813E-18
6995.80800092222  1.053215E-18
6997.17541646959  9.015669E-19
6998.54283201696  8.984396E-19
6999.91024756433  1.100550E-18
7001.27766311171  1.135948E-18
7002.64507865908  6.667546E-19
7004.01249420645  9.276073E-19
7005.37990975382  1.182105E-18
7006.74732530119  7.911191E-19
7008.11474084856  9.976235E-19
7009.48215639593  9.717667E-19
7010.8495719433  1.049196E-18
7012.21698749067  1.103991E-18
7013.58440303804  1.265152E-18
7014.95181858541  8.666934E-19
7016.31923413279  8.909965E-19
7017.68664968016  1.063052E-18
7019.05406522753  1.018306E-18
7020.4214807749  1.046713E-18
7021.78889632227  1.054219E-18
7023.15631186964  9.860357E-19
7024.52372741701  1.152889E-18
7025.89114296438  1.051817E-18
7027.25855851175  9.544244E-19
7028.62597405912  9.851684E-19
7029.99338960649  1.274215E-18
7031.36080515387  1.267509E-18
7032.72822070124  1.109319E-18
7034.09563624861  1.060901E-18
7035.46305179598  1.013994E-18
7036.83046734335  9.821980E-19
7038.19788289072  9.181971E-19
7039.56529843809  1.243582E-18
7040.93271398546  1.131160E-18
7042.30012953283  1.089514E-18
7043.6675450802  7.836344E-19
7045.03496062758  5.822645E-19
7046.40237617494  8.312149E-19
7047.76979172232  1.005704E-18
7049.13720726969  1.024295E-18
7050.50462281706  1.040829E-18
7051.87203836443  1.049323E-18
7053.2394539118  1.288273E-18
7054.60686945917  1.078072E-18
7055.97428500654  9.946428E-19
7057.34170055391  1.015557E-18
7058.70911610128  7.990377E-19
7060.07653164865  7.615725E-19
7061.44394719603  1.032875E-18
7062.8113627434  1.166867E-18
7064.17877829077  1.026453E-18
7065.54619383814  1.201778E-18
7066.91360938551  1.172992E-18
7068.28102493288  1.131328E-18
7069.64844048025  9.339087E-19
7071.01585602762  9.247058E-19
7072.38327157499  1.229186E-18
7073.75068712236  1.318401E-18
7075.11810266973  1.286771E-18
7076.48551821711  9.429825E-19
7077.85293376448  9.290636E-19
7079.22034931185  8.791472E-19
7080.58776485922  1.163870E-18
7081.95518040659  8.765766E-19
7083.32259595396  7.720083E-19
7084.69001150133  1.016908E-18
7086.0574270487  1.084400E-18
7087.42484259607  1.055034E-18
7088.79225814344  1.050306E-18
7090.15967369082  1.098697E-18
7091.52708923819  1.020497E-18
7092.89450478556  1.194381E-18
7094.26192033293  9.790029E-19
7095.6293358803  1.140928E-18
7096.99675142767  8.349838E-19
7098.36416697504  1.156168E-18
7099.73158252241  1.019145E-18
7101.09899806978  1.172414E-18
7102.46641361715  9.830530E-19
7103.83382916452  1.067394E-18
7105.20124471189  9.341057E-19
7106.56866025927  1.197407E-18
7107.93607580664  1.001310E-18
7109.30349135401  9.826674E-19
7110.67090690138  1.098549E-18
7112.03832244875  1.100834E-18
7113.40573799612  8.247445E-19
7114.77315354349  1.053138E-18
7116.14056909086  1.004971E-18
7117.50798463823  9.275288E-19
7118.8754001856  7.693194E-19
7120.24281573298  1.071997E-18
7121.61023128034  9.888671E-19
7122.97764682772  1.010477E-18
7124.34506237509  9.454698E-19
7125.71247792246  9.498321E-19
7127.07989346983  9.924533E-19
7128.4473090172  9.474632E-19
7129.81472456457  1.189298E-18
7131.18214011194  1.169080E-18
7132.54955565931  9.773524E-19
7133.91697120668  9.758376E-19
7135.28438675405  8.370466E-19
7136.65180230143  1.120088E-18
7138.0192178488  1.115967E-18
7139.38663339617  1.047080E-18
7140.75404894354  1.141545E-18
7142.12146449091  1.321684E-18
7143.48888003828  1.030358E-18
7144.85629558565  9.147623E-19
7146.22371113302  1.047731E-18
7147.59112668039  1.173239E-18
7148.95854222776  1.169014E-18
7150.32595777513  8.793732E-19
7151.6933733225  8.341799E-19
7153.06078886988  9.053112E-19
7154.42820441725  7.939585E-19
7155.79561996462  8.173696E-19
7157.16303551199  8.532562E-19
7158.53045105936  1.005621E-18
7159.89786660673  8.336951E-19
7161.2652821541  8.966991E-19
7162.63269770147  8.858118E-19
7164.00011324884  7.208964E-19
7165.36752879621  9.168324E-19
7166.73494434358  1.008959E-18
7168.10235989095  9.649055E-19
7169.46977543833  6.700786E-19
7170.8371909857  6.424058E-19
7172.20460653307  8.727844E-19
7173.57202208044  1.077984E-18
7174.93943762781  9.512058E-19
7176.30685317518  9.142027E-19
7177.67426872255  9.366321E-19
7179.04168426992  9.086166E-19
7180.4090998173  1.113708E-18
7181.77651536467  1.001239E-18
7183.14393091204  7.798373E-19
7184.51134645941  1.063754E-18
7185.87876200678  9.727372E-19
7187.24617755415  8.495809E-19
7188.61359310152  1.443368E-18
7189.98100864889  1.241056E-18
7191.34842419626  1.115920E-18
7192.71583974363  1.000394E-18
7194.083255291  8.592793E-19
7195.45067083837  9.907177E-19
7196.81808638575  9.036995E-19
7198.18550193312  9.464700E-19
7199.55291748049  6.797567E-19
7200.92033302786  1.073242E-18
7202.28774857523  1.255176E-18
7203.6551641226  9.948269E-19
7205.02257966997  9.626218E-19
7206.38999521734  1.009260E-18
7207.75741076471  9.022257E-19
7209.12482631208  8.789943E-19
7210.49224185945  6.490771E-19
7211.85965740682  9.535339E-19
7213.2270729542  8.023630E-19
7214.59448850157  5.674223E-19
7215.96190404894  7.963646E-19
7217.32931959631  6.405296E-19
7218.69673514368  9.028216E-19
7220.06415069105  9.875433E-19
7221.43156623842  1.010470E-18
7222.79898178579  9.144856E-19
7224.16639733316  8.691735E-19
7225.53381288053  8.573426E-19
7226.90122842791  9.309366E-19
7228.26864397528  7.796916E-19
7229.63605952265  7.842379E-19
7231.00347507002  8.423383E-19
7232.37089061739  9.267275E-19
7233.73830616476  1.064977E-18
7235.10572171213  1.020409E-18
