BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3144  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D3GU            '  /                                              
FILENAME= '08D3GUFC_ATM.FITS[*,2,1]'  /
7230.41987681395  9.008538E-19
7231.78754222399  8.635421E-19
7233.15520763403  8.452385E-19
7234.52287304407  5.413779E-19
7235.89053845412  9.721000E-19
7237.25820386416  1.133757E-18
7238.6258692742  1.958954E-19
7239.99353468424  1.064871E-18
7241.36120009428  8.850738E-19
7242.72886550433  2.950466E-19
7244.09653091437  8.534813E-19
7245.46419632441  1.926282E-19
7246.83186173445  5.346065E-19
7248.19952714449  2.917690E-19
7249.56719255453  4.786611E-19
7250.93485796458  6.695205E-19
7252.30252337462  1.029569E-18
7253.67018878466  6.102340E-19
7255.0378541947  8.334498E-19
7256.40551960474  7.630786E-19
7257.77318501478  5.783112E-19
7259.14085042483  5.658854E-19
7260.50851583487  5.241570E-19
7261.87618124491  7.959749E-19
7263.24384665495  4.948020E-19
7264.61151206499  2.311774E-19
7265.97917747504  5.174317E-19
7267.34684288508  3.813902E-19
7268.71450829512  6.601386E-19
7270.08217370516  7.224519E-19
7271.4498391152  1.068612E-18
7272.81750452524  8.478949E-19
7274.18516993529  5.051719E-19
7275.55283534533  7.951982E-19
7276.92050075537  -1.148398E-19
7278.28816616541  1.053096E-18
7279.65583157545  7.682461E-19
7281.0234969855  3.221629E-19
7282.39116239554  7.847654E-19
7283.75882780558  1.050175E-18
7285.12649321562  1.001848E-18
7286.49415862566  7.776607E-19
7287.8618240357  5.153577E-19
7289.22948944575  7.259113E-19
7290.59715485579  6.728251E-19
7291.96482026583  6.506421E-19
7293.33248567587  7.551842E-19
7294.70015108591  5.921018E-19
7296.06781649596  4.227205E-19
7297.435481906  4.149174E-19
7298.80314731604  5.367846E-19
7300.17081272608  6.911628E-19
7301.53847813612  3.073694E-19
7302.90614354616  5.078733E-19
7304.27380895621  8.487743E-19
7305.64147436625  3.354872E-19
7307.00913977629  4.112053E-19
7308.37680518633  8.427088E-19
7309.74447059637  5.314760E-19
7311.11213600641  6.901382E-19
7312.47980141646  3.526959E-19
7313.8474668265  5.481889E-20
7315.21513223654  1.707832E-18
7316.58279764658  1.129088E-18
7317.95046305662  7.384561E-19
7319.31812846667  6.603303E-19
7320.68579387671  6.900064E-19
7322.05345928675  4.678917E-19
7323.42112469679  6.842732E-19
7324.78879010683  7.095805E-19
7326.15645551688  7.424396E-19
7327.52412092692  2.182339E-19
7328.89178633696  1.087812E-18
7330.259451747  9.707853E-19
7331.62711715704  7.232855E-19
7332.99478256708  5.717292E-19
7334.36244797713  7.173073E-19
7335.73011338717  8.221379E-19
7337.09777879721  1.049374E-18
7338.46544420725  8.645877E-19
7339.83310961729  6.520164E-19
7341.20077502733  1.170503E-18
7342.56844043738  1.391020E-19
7343.93610584742  7.313198E-19
7345.30377125746  4.313556E-19
7346.6714366675  6.552573E-19
7348.03910207754  6.182876E-19
7349.40676748759  5.320437E-19
7350.77443289763  7.751587E-19
7352.14209830767  4.344588E-19
7353.50976371771  9.492332E-19
7354.87742912775  5.690110E-19
7356.2450945378  8.338595E-19
7357.61275994784  9.056941E-19
7358.98042535788  2.514817E-20
7360.34809076792  5.500945E-19
7361.71575617796  6.015049E-19
7363.083421588  6.258081E-19
7364.45108699805  8.073816E-19
7365.81875240809  9.477010E-19
7367.18641781813  9.616739E-19
7368.55408322817  3.985168E-19
7369.92174863821  6.151829E-19
7371.28941404825  4.991641E-19
7372.6570794583  5.158585E-19
7374.02474486834  5.441927E-19
7375.39241027838  7.148288E-19
7376.76007568842  6.259489E-19
7378.12774109846  5.970388E-19
7379.4954065085  6.391617E-19
7380.86307191855  5.327075E-19
7382.23073732859  7.504877E-19
7383.59840273863  6.355088E-19
7384.96606814867  6.507745E-19
7386.33373355871  6.567153E-19
7387.70139896875  6.322513E-19
7389.0690643788  6.033679E-19
7390.43672978884  4.757899E-19
7391.80439519888  9.053399E-19
7393.17206060892  8.435415E-19
7394.53972601896  5.554544E-19
7395.90739142901  3.562041E-19
7397.27505683905  5.574368E-19
7398.64272224909  8.392006E-19
7400.01038765913  7.060196E-19
7401.37805306917  7.155200E-19
7402.74571847922  5.973374E-19
7404.11338388926  3.957543E-19
7405.4810492993  4.952573E-19
7406.84871470934  5.945881E-19
7408.21638011938  7.143587E-19
7409.58404552942  6.739064E-19
7410.95171093947  6.077270E-19
7412.31937634951  5.806268E-19
7413.68704175955  7.890489E-19
7415.05470716959  8.725142E-19
7416.42237257963  6.026098E-19
7417.79003798967  7.970611E-19
7419.15770339972  7.644746E-19
7420.52536880976  7.237597E-19
7421.8930342198  7.809812E-19
7423.26069962984  6.894901E-19
7424.62836503988  6.252878E-19
7425.99603044993  7.310042E-19
7427.36369585997  7.201352E-19
7428.73136127001  6.526239E-19
7430.09902668005  5.659884E-19
7431.46669209009  5.553993E-19
7432.83435750014  4.887734E-19
7434.20202291018  7.107165E-19
7435.56968832022  7.006382E-19
7436.93735373026  9.808311E-20
7438.3050191403  3.489925E-19
7439.67268455034  5.851931E-19
7441.04034996039  5.560130E-19
7442.40801537043  5.224353E-19
7443.77568078047  7.582351E-19
7445.14334619051  5.749703E-19
7446.51101160055  5.830375E-19
7447.87867701059  6.731144E-19
7449.24634242064  7.271603E-19
7450.61400783068  6.735093E-19
7451.98167324072  5.666525E-19
7453.34933865076  5.595175E-19
7454.7170040608  4.863288E-19
7456.08466947085  6.686773E-19
7457.45233488089  7.097407E-19
7458.82000029093  6.417726E-19
7460.18766570097  6.630928E-19
7461.55533111101  4.803796E-19
7462.92299652106  6.016033E-19
7464.2906619311  9.166055E-19
7465.65832734114  3.664031E-19
7467.02599275118  2.889805E-19
7468.39365816122  5.967997E-19
7469.76132357126  8.062184E-19
7471.12898898131  8.737808E-19
7472.49665439135  6.735680E-19
7473.86431980139  2.398839E-19
7475.23198521143  5.124784E-19
7476.59965062147  7.320401E-19
7477.96731603151  6.874115E-19
7479.33498144156  7.776800E-19
7480.7026468516  7.976516E-19
7482.07031226164  5.325609E-19
7483.43797767168  5.607663E-19
7484.80564308172  7.120923E-19
7486.17330849176  6.631989E-19
7487.54097390181  4.911449E-19
7488.90863931185  4.542224E-19
7490.27630472189  4.783554E-19
7491.64397013193  4.967770E-19
7493.01163554197  6.926318E-19
7494.37930095202  6.629830E-19
7495.74696636206  4.982915E-19
7497.1146317721  6.538615E-19
7498.48229718214  7.701854E-19
7499.84996259218  7.296054E-19
7501.21762800223  6.211868E-19
7502.58529341227  5.350770E-19
7503.95295882231  5.454680E-19
7505.32062423235  6.770128E-19
7506.68828964239  4.840581E-19
7508.05595505243  6.604020E-19
7509.42362046248  5.090939E-19
7510.79128587252  6.964901E-19
7512.15895128256  5.380149E-19
7513.5266166926  7.258927E-19
7514.89428210264  6.395036E-19
7516.26194751269  5.035548E-19
7517.62961292273  6.811282E-19
7518.99727833277  8.192385E-19
7520.36494374281  5.259997E-19
7521.73260915285  3.841617E-19
7523.1002745629  4.354038E-19
7524.46793997293  4.006557E-20
7525.83560538298  8.392878E-19
7527.20327079302  7.610033E-19
7528.57093620306  7.006798E-19
7529.9386016131  6.382124E-19
7531.30626702315  5.499677E-19
7532.67393243319  5.140538E-19
7534.04159784323  6.730904E-19
7535.40926325327  5.210910E-19
7536.77692866331  6.670387E-19
7538.14459407335  4.044871E-19
7539.5122594834  6.475299E-19
7540.87992489344  2.403104E-19
7542.24759030348  5.725924E-19
7543.61525571352  7.029102E-19
7544.98292112356  4.177795E-19
7546.3505865336  4.790050E-19
7547.71825194365  4.478717E-19
7549.08591735369  6.177742E-19
7550.45358276373  2.926096E-19
7551.82124817377  6.066356E-19
7553.18891358382  1.913282E-20
7554.55657899386  5.343895E-19
7555.9242444039  7.309540E-19
7557.29190981394  4.278206E-19
7558.65957522398  5.356276E-19
7560.02724063402  7.059989E-19
7561.39490604406  3.527851E-19
7562.76257145411  5.765652E-19
7564.13023686415  6.322079E-19
7565.49790227419  1.065304E-19
7566.86556768423  6.900690E-19
7568.23323309427  1.147422E-18
7569.60089850432  -1.543676E-19
7570.96856391436  1.801428E-20
7572.3362293244  9.330567E-19
7573.70389473444  3.962481E-19
7575.07156014448  2.070793E-19
7576.43922555453  3.095181E-19
7577.80689096457  7.783631E-19
7579.17455637461  6.718656E-19
7580.54222178465  6.097095E-19
7581.90988719469  4.287180E-19
7583.27755260474  6.673090E-19
7584.64521801478  6.171335E-19
7586.01288342482  6.555330E-19
7587.38054883486  3.168195E-19
7588.7482142449  5.433605E-19
7590.11587965494  1.929683E-19
7591.48354506498  5.493045E-19
7592.85121047503  6.572219E-19
7594.21887588507  5.402964E-19
7595.58654129511  7.416172E-19
7596.95420670515  2.467859E-19
7598.32187211519  9.794510E-19
7599.68953752524  4.238912E-19
7601.05720293528  1.016116E-18
7602.42486834532  4.748169E-19
7603.79253375536  9.395078E-19
7605.1601991654  1.120260E-19
7606.52786457544  9.876285E-19
7607.89552998549  1.478462E-18
7609.26319539553  1.759827E-19
7610.63086080557  6.039291E-19
7611.99852621561  -3.657535E-21
7613.36619162565  3.702386E-19
7614.7338570357  9.651384E-19
7616.10152244574  2.696315E-19
7617.46918785578  3.601089E-19
7618.83685326582  4.281474E-19
7620.20451867586  3.951887E-19
7621.5721840859  6.254341E-19
7622.93984949595  1.898294E-19
7624.30751490599  -1.431356E-19
7625.67518031603  1.089762E-18
7627.04284572607  9.827723E-19
7628.41051113611  1.074164E-18
7629.77817654616  7.247821E-19
7631.1458419562  2.510991E-19
7632.51350736624  4.137560E-19
7633.88117277628  4.722125E-19
7635.24883818632  5.248284E-19
7636.61650359636  2.502777E-19
7637.98416900641  5.250450E-19
7639.35183441645  5.988392E-19
7640.71949982649  5.327010E-19
7642.08716523653  4.011993E-19
7643.45483064657  3.922754E-19
7644.82249605661  3.498021E-19
7646.19016146666  5.118547E-19
7647.5578268767  4.851316E-19
7648.92549228674  3.618597E-19
7650.29315769678  1.926800E-19
7651.66082310682  3.148833E-19
7653.02848851686  6.110583E-19
7654.39615392691  5.242158E-19
7655.76381933695  1.508813E-19
7657.13148474699  4.246729E-19
7658.49915015703  3.944665E-19
7659.86681556707  4.125363E-19
7661.23448097712  5.314873E-19
7662.60214638716  5.240654E-19
7663.9698117972  3.360791E-19
7665.33747720724  7.731248E-19
7666.70514261728  9.103648E-19
7668.07280802733  8.680387E-19
7669.44047343737  5.422139E-19
7670.80813884741  4.805310E-19
7672.17580425745  7.281274E-19
7673.54346966749  4.817253E-19
7674.91113507753  5.197798E-19
7676.27880048758  5.909604E-19
7677.64646589762  4.563241E-19
7679.01413130766  4.638988E-19
7680.3817967177  4.012113E-19
7681.74946212774  3.550665E-19
7683.11712753778  4.638017E-19
7684.48479294783  6.499480E-19
7685.85245835787  7.570827E-19
7687.22012376791  7.238343E-19
7688.58778917795  6.335876E-19
7689.95545458799  5.752127E-19
7691.32311999804  5.910902E-19
7692.69078540808  4.577712E-19
7694.05845081812  4.381350E-19
7695.42611622816  5.167298E-19
7696.7937816382  4.399612E-19
7698.16144704824  5.881135E-19
7699.52911245829  6.181563E-19
7700.89677786833  3.855610E-19
7702.26444327837  5.061564E-19
7703.63210868841  3.819712E-19
7704.99977409845  3.099284E-19
7706.3674395085  4.888499E-19
7707.73510491854  2.692764E-19
7709.10277032858  9.237096E-19
7710.47043573862  7.804060E-19
7711.83810114866  7.175313E-19
7713.2057665587  1.015476E-18
7714.57343196875  5.941135E-19
7715.94109737879  3.548054E-19
7717.30876278883  2.804261E-19
7718.67642819887  3.314258E-19
7720.04409360891  4.993380E-19
7721.41175901896  5.875519E-19
7722.779424429  5.332910E-19
7724.14708983904  2.955397E-19
7725.51475524908  4.745870E-19
7726.88242065912  3.791890E-19
7728.25008606916  3.084008E-19
7729.61775147921  4.586937E-19
7730.98541688925  4.596526E-19
7732.35308229929  1.841821E-19
7733.72074770933  6.627247E-19
7735.08841311937  4.983658E-19
7736.45607852941  4.794169E-19
7737.82374393946  7.131279E-19
7739.1914093495  2.539784E-19
7740.55907475954  3.667205E-20
7741.92674016958  4.834990E-19
7743.29440557962  4.803715E-19
7744.66207098967  5.524603E-19
7746.02973639971  7.463446E-19
7747.39740180975  1.542270E-18
7748.76506721979  2.857270E-19
7750.13273262983  9.610043E-19
7751.50039803988  1.160525E-18
7752.86806344992  6.228295E-19
7754.23572885996  4.693184E-19
7755.60339427  5.022735E-19
7756.97105968004  5.192955E-19
7758.33872509008  3.615947E-19
7759.70639050013  6.452655E-19
7761.07405591017  2.805139E-19
7762.44172132021  2.717673E-19
7763.80938673025  2.061596E-19
7765.17705214029  6.462202E-19
7766.54471755033  6.387003E-19
7767.91238296038  6.265281E-19
7769.28004837042  1.960000E-19
7770.64771378046  5.064765E-19
7772.0153791905  5.026000E-19
7773.38304460054  7.069421E-19
7774.75071001059  7.186557E-19
7776.11837542063  5.597526E-19
7777.48604083067  1.028243E-19
7778.85370624071  6.098612E-19
7780.22137165075  2.475291E-19
7781.5890370608  5.910730E-19
7782.95670247084  4.784742E-19
7784.32436788088  1.898821E-19
7785.69203329092  1.507170E-20
7787.05969870096  4.779493E-19
7788.427364111  4.233927E-19
7789.79502952105  -2.318893E-20
7791.16269493109  3.883085E-19
7792.53036034113  -6.931571E-20
7793.89802575117  6.642176E-19
7795.26569116121  1.072010E-18
7796.63335657125  2.811448E-19
7798.0010219813  4.859428E-19
7799.36868739134  3.965666E-19
7800.73635280138  3.596859E-19
7802.10401821142  6.667534E-19
7803.47168362146  4.562691E-19
7804.83934903151  3.847575E-19
7806.20701444155  2.646041E-19
7807.57467985159  6.290898E-19
7808.94234526163  6.627836E-19
7810.31001067167  3.043576E-19
7811.67767608171  2.687297E-19
7813.04534149176  3.330315E-19
7814.4130069018  3.963088E-19
7815.78067231184  4.885996E-19
7817.14833772188  -7.161772E-20
7818.51600313192  9.320301E-19
7819.88366854197  4.683986E-20
7821.25133395201  8.610800E-19
7822.61899936205  1.044217E-18
7823.98666477209  7.952503E-19
7825.35433018213  6.629903E-19
7826.72199559217  -1.861721E-20
7828.08966100222  5.126044E-19
7829.45732641226  5.178130E-19
7830.8249918223  6.177469E-19
7832.19265723234  6.079959E-19
7833.56032264238  5.551170E-19
7834.92798805243  5.536429E-19
7836.29565346247  4.067050E-19
7837.66331887251  3.448082E-19
7839.03098428255  -7.902640E-20
7840.39864969259  2.479600E-20
7841.76631510263  3.794129E-19
7843.13398051268  3.754840E-19
7844.50164592272  3.497145E-19
7845.86931133276  5.677748E-19
7847.2369767428  6.076034E-19
7848.60464215284  5.866681E-19
7849.97230756288  -3.121394E-19
7851.33997297293  8.029340E-19
7852.70763838297  9.824582E-19
7854.07530379301  1.399626E-19
7855.44296920305  5.518766E-19
7856.81063461309  8.006679E-19
7858.17830002314  4.751744E-19
7859.54596543318  3.773422E-19
7860.91363084322  8.741171E-19
7862.28129625326  3.690629E-19
7863.6489616633  4.612963E-19
7865.01662707334  8.453283E-19
7866.38429248339  2.912105E-19
7867.75195789343  2.449091E-19
7869.11962330347  1.813022E-19
7870.48728871351  4.222168E-19
7871.85495412355  -9.144383E-20
7873.2226195336  9.587297E-19
7874.59028494364  5.628955E-19
7875.95795035368  7.637560E-19
7877.32561576372  5.092305E-19
7878.69328117376  4.336387E-19
7880.06094658381  7.365967E-20
7881.42861199385  3.518782E-19
7882.79627740389  6.206368E-19
7884.16394281393  4.291951E-19
7885.53160822397  3.372040E-19
7886.89927363401  -1.334950E-19
7888.26693904406  9.277552E-19
7889.6346044541  5.445024E-19
7891.00226986414  9.699773E-19
7892.36993527418  2.459447E-19
7893.73760068422  5.835927E-19
7895.10526609427  4.371251E-19
7896.47293150431  3.382058E-19
7897.84059691435  4.180437E-19
7899.20826232439  4.857304E-19
7900.57592773443  5.181952E-19
7901.94359314447  3.553447E-19
7903.31125855452  3.195298E-19
7904.67892396456  7.105548E-19
7906.0465893746  5.413018E-19
7907.41425478464  3.761314E-19
7908.78192019468  1.235667E-18
7910.14958560473  1.132606E-18
7911.51725101477  7.236352E-19
7912.88491642481  7.842607E-19
7914.25258183485  9.045096E-19
7915.62024724489  8.015651E-19
7916.98791265493  -4.873267E-20
7918.35557806498  5.554825E-19
7919.72324347502  -9.604479E-20
7921.09090888506  -3.545300E-19
7922.4585742951  7.381271E-19
7923.82623970514  5.862443E-19
7925.19390511519  5.747080E-19
7926.56157052523  9.660831E-19
7927.92923593527  5.279949E-19
7929.29690134531  4.659647E-19
7930.66456675535  3.804272E-19
7932.03223216539  4.180511E-20
7933.39989757543  5.169401E-19
7934.76756298548  8.340113E-19
7936.13522839552  4.012879E-19
7937.50289380556  7.867433E-19
7938.8705592156  4.662922E-19
7940.23822462564  4.487020E-19
7941.60589003569  6.169782E-19
7942.97355544573  7.520206E-19
7944.34122085577  1.631227E-19
7945.70888626581  5.429347E-19
7947.07655167585  5.802389E-19
7948.4442170859  7.686684E-19
7949.81188249594  -5.581063E-20
7951.17954790598  4.718646E-19
7952.54721331602  2.260831E-19
7953.91487872606  3.619005E-19
7955.2825441361  6.130791E-19
7956.65020954615  5.040304E-19
7958.01787495619  4.840223E-19
7959.38554036623  3.878367E-19
7960.75320577627  3.475095E-19
7962.12087118631  2.468016E-19
7963.48853659635  1.235774E-19
7964.8562020064  5.761625E-19
7966.22386741644  4.232248E-19
7967.59153282648  -7.662658E-20
7968.95919823652  4.308815E-19
7970.32686364656  7.132439E-19
7971.69452905661  5.358201E-19
7973.06219446665  6.872685E-19
7974.42985987669  8.677320E-19
7975.79752528673  9.230760E-19
7977.16519069677  5.492549E-19
7978.53285610682  7.272049E-19
7979.90052151686  4.314945E-19
7981.2681869269  3.742049E-19
7982.63585233694  6.108394E-19
7984.00351774698  5.595585E-19
7985.37118315702  4.070015E-19
7986.73884856706  6.057046E-19
7988.10651397711  7.620193E-19
7989.47417938715  7.394523E-19
7990.84184479719  -2.649820E-20
7992.20951020723  1.048607E-18
7993.57717561727  5.165689E-19
7994.94484102732  8.823944E-19
7996.31250643736  3.738885E-19
7997.6801718474  5.427990E-19
7999.04783725744  6.441205E-19
8000.41550266748  5.816955E-19
8001.78316807753  6.734561E-19
8003.15083348757  5.414757E-19
8004.51849889761  5.479498E-19
8005.88616430765  4.096284E-19
8007.25382971769  4.454829E-19
8008.62149512773  4.308920E-19
8009.98916053777  4.405724E-19
8011.35682594782  7.760576E-19
8012.72449135786  7.762769E-19
8014.0921567679  6.161188E-19
8015.45982217794  7.149981E-19
8016.82748758799  6.920981E-19
8018.19515299803  8.481931E-19
8019.56281840807  7.539146E-19
8020.93048381811  7.513504E-19
8022.29814922815  6.950310E-19
8023.66581463819  5.287777E-19
8025.03348004823  9.659035E-19
8026.40114545828  8.889468E-19
8027.76881086832  8.755941E-19
8029.13647627836  4.949207E-19
8030.5041416884  7.060649E-19
8031.87180709844  5.487095E-19
8033.23947250849  5.118398E-19
8034.60713791853  4.727029E-19
8035.97480332857  5.575360E-19
8037.34246873861  6.285328E-19
8038.71013414865  4.169034E-19
8040.0777995587  5.100278E-19
8041.44546496874  6.604992E-19
8042.81313037878  3.842574E-19
8044.18079578882  2.796147E-19
8045.54846119886  5.070613E-19
8046.9161266089  6.124186E-19
8048.28379201895  2.137551E-19
8049.65145742899  7.769493E-19
8051.01912283903  6.852713E-19
8052.38678824907  3.995594E-19
8053.75445365911  2.550240E-19
8055.12211906916  5.967627E-19
8056.4897844792  4.902525E-19
8057.85744988924  4.473033E-19
8059.22511529928  4.103920E-19
8060.59278070932  2.618133E-19
8061.96044611936  8.659917E-19
8063.32811152941  4.541367E-19
8064.69577693945  9.793898E-19
8066.06344234949  5.514301E-19
8067.43110775953  6.561494E-19
8068.79877316957  4.192768E-19
8070.16643857961  4.804092E-19
8071.53410398966  6.328347E-19
8072.9017693997  5.582575E-19
8074.26943480974  3.478494E-19
8075.63710021978  6.788422E-19
8077.00476562982  5.221724E-19
8078.37243103986  5.590486E-19
8079.74009644991  6.386330E-19
8081.10776185995  8.180692E-19
8082.47542726999  7.146621E-19
8083.84309268003  5.863038E-19
8085.21075809007  5.649221E-19
8086.57842350012  4.043680E-19
8087.94608891016  6.104569E-19
8089.3137543202  4.107765E-19
8090.68141973024  3.028164E-19
8092.04908514028  3.149188E-19
8093.41675055033  5.525660E-19
8094.78441596037  6.899293E-19
8096.15208137041  2.350360E-19
8097.51974678045  5.362174E-19
8098.88741219049  4.490559E-19
8100.25507760053  5.553392E-19
8101.62274301058  8.138291E-19
8102.99040842062  4.204482E-19
8104.35807383066  6.092824E-19
8105.7257392407  5.485921E-19
8107.09340465074  5.966102E-19
8108.46107006078  5.307904E-19
8109.82873547083  5.695517E-19
8111.19640088087  5.795232E-19
8112.56406629091  6.061857E-19
8113.93173170095  5.927971E-19
8115.29939711099  6.850107E-19
8116.66706252104  6.177974E-19
8118.03472793108  5.168973E-19
8119.40239334112  3.062930E-19
8120.77005875116  5.446586E-19
8122.1377241612  5.241888E-19
8123.50538957124  5.046737E-19
8124.87305498129  4.214210E-19
8126.24072039133  5.463224E-19
8127.60838580137  7.297659E-19
8128.97605121141  5.794003E-19
8130.34371662145  5.802349E-19
8131.7113820315  4.735036E-19
8133.07904744154  4.367051E-19
8134.44671285158  5.801702E-19
8135.81437826162  8.456408E-19
8137.18204367166  6.507978E-19
8138.54970908171  7.646187E-19
8139.91737449175  8.499975E-19
8141.28503990179  6.331896E-19
8142.65270531183  7.239827E-19
8144.02037072187  6.073407E-19
8145.38803613191  3.808560E-19
8146.75570154195  5.536661E-19
8148.123366952  5.333075E-19
8149.49103236204  5.225381E-19
8150.85869777208  6.782822E-19
8152.22636318212  5.808531E-19
8153.59402859216  7.673551E-19
8154.96169400221  7.317141E-19
8156.32935941225  6.275409E-19
8157.69702482229  5.779124E-19
8159.06469023233  5.131856E-19
8160.43235564237  5.033181E-19
8161.80002105242  6.565730E-19
8163.16768646246  8.389588E-19
8164.5353518725  3.278868E-19
8165.90301728254  2.554123E-19
8167.27068269258  6.333220E-19
8168.63834810262  5.465342E-19
8170.00601351267  4.809499E-19
8171.37367892271  4.037396E-19
8172.74134433275  4.827605E-19
8174.10900974279  5.205347E-19
8175.47667515283  8.880341E-19
8176.84434056288  6.511734E-19
8178.21200597292  9.551318E-19
8179.57967138296  6.802962E-19
8180.947336793  5.213515E-19
8182.31500220304  8.415635E-19
8183.68266761308  6.632480E-19
8185.05033302312  9.700965E-19
8186.41799843317  5.929364E-19
8187.78566384321  5.861236E-19
8189.15332925325  4.444009E-19
8190.52099466329  5.960179E-19
8191.88866007334  -1.832456E-19
8193.25632548338  5.081988E-19
8194.62399089342  6.556668E-19
8195.99165630346  3.439249E-19
8197.3593217135  4.659555E-19
8198.72698712354  4.403221E-19
8200.09465253359  4.231692E-19
8201.46231794363  4.782245E-19
8202.82998335367  5.508059E-19
8204.19764876371  3.520144E-19
8205.56531417375  6.128998E-19
8206.93297958379  3.765146E-19
8208.30064499384  4.604988E-19
8209.66831040388  6.117309E-19
8211.03597581392  4.020376E-19
8212.40364122396  3.146610E-19
8213.77130663401  4.698211E-19
8215.13897204405  3.725863E-19
8216.50663745409  4.018254E-19
8217.87430286413  5.996034E-19
8219.24196827417  5.254117E-19
8220.60963368421  6.474994E-19
8221.97729909425  6.224329E-19
8223.3449645043  3.349734E-19
8224.71262991434  2.833011E-19
8226.08029532438  4.716221E-19
8227.44796073442  4.968996E-19
8228.81562614446  4.862970E-19
8230.18329155451  7.380308E-19
8231.55095696455  8.506084E-19
8232.91862237459  6.420968E-19
8234.28628778463  3.299241E-19
8235.65395319467  6.066839E-19
8237.02161860471  6.045563E-19
8238.38928401476  3.590174E-19
8239.7569494248  6.302451E-19
8241.12461483484  7.852322E-19
8242.49228024488  9.666022E-19
8243.85994565492  5.966605E-19
8245.22761106497  5.976528E-19
8246.59527647501  4.853971E-19
8247.96294188505  5.895917E-19
8249.33060729509  4.934410E-19
8250.69827270513  5.780299E-19
8252.06593811518  6.322434E-19
8253.43360352522  7.859496E-19
8254.80126893526  7.569102E-19
8256.1689343453  4.778083E-19
8257.53659975534  5.232874E-19
8258.90426516538  4.562516E-19
8260.27193057542  4.680520E-19
8261.63959598547  5.728837E-19
8263.00726139551  4.814547E-19
8264.37492680555  4.869732E-19
8265.74259221559  6.369590E-19
8267.11025762564  7.409113E-19
8268.47792303568  2.531449E-19
8269.84558844572  5.497017E-19
8271.21325385576  7.134337E-19
8272.5809192658  5.255450E-19
8273.94858467584  1.840021E-19
8275.31625008588  8.005268E-19
8276.68391549593  6.177707E-19
8278.05158090597  1.162990E-18
8279.41924631601  1.506195E-19
8280.78691172605  -2.542597E-19
8282.15457713609  -2.272958E-19
8283.52224254614  5.960645E-19
8284.88990795618  6.185071E-19
8286.25757336622  -4.299336E-19
8287.62523877626  1.421339E-18
8288.99290418631  3.875323E-19
8290.36056959635  1.181412E-18
8291.72823500639  8.483400E-19
8293.09590041643  1.166733E-18
8294.46356582647  6.032858E-19
8295.83123123651  1.191619E-18
8297.19889664655  1.169221E-18
8298.5665620566  6.096738E-19
8299.93422746664  1.140717E-18
8301.30189287668  7.244585E-19
8302.66955828672  5.642141E-19
8304.03722369676  9.466831E-20
8305.40488910681  2.678917E-19
8306.77255451685  9.360365E-19
8308.14021992689  1.186023E-18
8309.50788533693  3.894567E-19
8310.87555074697  5.385247E-19
8312.24321615701  4.110317E-19
8313.61088156705  2.056617E-19
8314.9785469771  6.435395E-19
8316.34621238714  3.732924E-19
8317.71387779718  4.067127E-19
8319.08154320722  6.238336E-19
8320.44920861727  2.553263E-19
8321.81687402731  6.778095E-19
8323.18453943735  6.333337E-19
8324.55220484739  3.422172E-19
8325.91987025743  4.712792E-19
8327.28753566748  5.911495E-19
8328.65520107752  5.466022E-19
8330.02286648756  4.235448E-19
8331.3905318976  4.851446E-19
8332.75819730764  5.261628E-19
8334.12586271768  5.769900E-19
8335.49352812772  4.412547E-19
8336.86119353777  5.738411E-19
8338.22885894781  6.216396E-19
8339.59652435785  -9.430209E-20
8340.96418976789  2.207444E-19
8342.33185517793  7.107039E-19
8343.69952058798  5.429952E-19
8345.06718599802  4.647121E-19
8346.43485140806  3.709081E-19
8347.8025168181  1.350626E-19
8349.17018222814  3.437640E-19
8350.53784763818  9.148688E-19
8351.90551304823  4.661650E-19
8353.27317845827  1.400645E-19
8354.64084386831  3.144683E-19
8356.00850927835  -1.165877E-19
8357.37617468839  8.333958E-20
8358.74384009844  4.263559E-19
8360.11150550848  3.163720E-19
8361.47917091852  -1.611852E-19
8362.84683632856  2.563040E-19
8364.2145017386  4.981110E-19
8365.58216714865  8.483159E-19
8366.94983255869  3.116240E-19
8368.31749796873  4.362676E-19
8369.68516337877  1.803027E-19
8371.05282878881  2.434939E-19
8372.42049419885  5.635683E-19
8373.7881596089  7.952858E-19
8375.15582501894  3.865245E-19
8376.52349042898  4.204790E-19
8377.89115583902  3.857895E-19
8379.25882124906  8.934613E-19
8380.62648665911  8.438858E-19
8381.99415206915  1.212663E-18
8383.36181747919  1.242411E-18
8384.72948288923  1.377094E-19
8386.09714829927  5.766334E-19
8387.46481370931  8.454823E-19
8388.83247911936  5.787898E-19
8390.2001445294  4.277306E-19
8391.56780993944  5.316677E-19
8392.93547534948  3.057948E-19
8394.30314075952  5.081907E-19
8395.67080616957  8.023447E-19
8397.03847157961  4.021785E-19
8398.40613698965  7.519716E-19
8399.77380239969  1.446511E-18
