BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3141  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2AD            '  /                                              
FILENAME= 'VERSION3FC_RECAL2_ATM[*,1,1]'  /
7253.35748577125  8.367136E-19
7254.72528839119  8.752774E-19
7256.09309101112  7.507996E-19
7257.46089363105  6.826727E-19
7258.82869625099  7.512229E-19
7260.19649887092  7.886707E-19
7261.56430149086  8.141430E-19
7262.93210411079  6.156666E-19
7264.29990673072  6.304731E-19
7265.66770935066  6.701463E-19
7267.03551197059  7.834609E-19
7268.40331459053  8.412419E-19
7269.77111721046  7.698964E-19
7271.13891983039  7.473862E-19
7272.50672245033  6.713210E-19
7273.87452507026  6.714976E-19
7275.2423276902  7.782263E-19
7276.61013031013  -5.804166E-20
7277.97793293007  6.652030E-19
7279.34573555  8.862203E-19
7280.71353816993  7.710751E-19
7282.08134078987  6.473494E-19
7283.4491434098  7.260432E-19
7284.81694602974  5.570535E-19
7286.18474864967  6.802297E-19
7287.5525512696  7.560204E-19
7288.92035388954  8.209113E-19
7290.28815650947  7.910758E-19
7291.65595912941  6.865098E-19
7293.02376174934  6.650386E-19
7294.39156436928  7.819336E-19
7295.75936698921  8.722390E-19
7297.12716960914  7.550677E-19
7298.49497222908  6.592188E-19
7299.86277484901  5.282620E-19
7301.23057746895  6.861194E-19
7302.59838008888  8.130171E-19
7303.96618270881  7.757145E-19
7305.33398532875  7.525595E-19
7306.70178794868  6.772158E-19
7308.06959056862  6.995479E-19
7309.43739318855  7.298836E-19
7310.80519580848  6.697839E-19
7312.17299842842  6.341140E-19
7313.54080104835  6.891737E-19
7314.90860366829  7.498920E-19
7316.27640628822  8.688801E-19
7317.64420890815  6.563343E-19
7319.01201152809  6.119553E-19
7320.37981414802  8.407668E-19
7321.74761676796  7.319680E-19
7323.11541938789  6.994605E-19
7324.48322200782  6.850860E-19
7325.85102462776  6.958110E-19
7327.21882724769  5.006419E-19
7328.58662986763  7.396886E-19
7329.95443248756  6.389988E-19
7331.32223510749  6.868608E-19
7332.69003772743  6.562512E-19
7334.05784034736  6.881948E-19
7335.4256429673  6.239251E-19
7336.79344558723  7.374476E-19
7338.16124820716  7.695870E-19
7339.5290508271  9.607017E-19
7340.89685344704  8.786395E-19
7342.26465606697  9.728946E-19
7343.6324586869  5.978825E-19
7345.00026130684  8.859862E-19
7346.36806392677  8.681340E-19
7347.73586654671  7.876842E-19
7349.10366916664  5.577201E-19
7350.47147178657  8.601447E-19
7351.83927440651  6.996211E-19
7353.20707702644  7.437273E-19
7354.57487964638  5.557627E-19
7355.94268226631  7.050219E-19
7357.31048488624  7.854003E-19
7358.67828750618  7.271234E-19
7360.04609012611  4.081962E-19
7361.41389274605  6.482320E-19
7362.78169536598  6.989640E-19
7364.14949798591  7.671588E-19
7365.51730060585  6.601651E-19
7366.88510322578  5.972847E-19
7368.25290584572  7.236887E-19
7369.62070846565  6.763611E-19
7370.98851108558  6.070186E-19
7372.35631370552  6.185604E-19
7373.72411632545  9.196381E-19
7375.09191894539  6.009628E-19
7376.45972156532  8.954206E-19
7377.82752418526  9.049634E-19
7379.19532680519  7.491406E-19
7380.56312942512  5.690114E-19
7381.93093204506  7.263253E-19
7383.29873466499  8.255905E-19
7384.66653728493  6.857933E-19
7386.03433990486  9.334756E-19
7387.4021425248  8.005452E-19
7388.76994514473  6.964906E-19
7390.13774776466  6.320534E-19
7391.5055503846  8.768220E-19
7392.87335300453  8.807382E-19
7394.24115562447  4.772158E-19
7395.6089582444  6.295791E-19
7396.97676086433  4.253985E-19
7398.34456348427  5.752642E-19
7399.7123661042  5.814251E-19
7401.08016872414  7.687556E-19
7402.44797134407  5.712013E-19
7403.815773964  8.660649E-19
7405.18357658394  8.038164E-19
7406.55137920387  8.034837E-19
7407.91918182381  3.979858E-19
7409.28698444374  5.179453E-19
7410.65478706367  5.453659E-19
7412.02258968361  6.061172E-19
7413.39039230354  7.350608E-19
7414.75819492348  8.436806E-19
7416.12599754341  6.313106E-19
7417.49380016334  6.828254E-19
7418.86160278328  5.811012E-19
7420.22940540321  5.102382E-19
7421.59720802315  6.277318E-19
7422.96501064308  7.360027E-19
7424.33281326301  6.612746E-19
7425.70061588295  8.568493E-19
7427.06841850288  7.263667E-19
7428.43622112282  6.872987E-19
7429.80402374275  8.099785E-19
7431.17182636268  7.353024E-19
7432.53962898262  5.838901E-19
7433.90743160255  7.985229E-19
7435.27523422249  6.144891E-19
7436.64303684242  7.965433E-19
7438.01083946236  8.763960E-19
7439.37864208229  7.171163E-19
7440.74644470222  7.819698E-19
7442.11424732216  8.013845E-19
7443.48204994209  5.368502E-19
7444.84985256203  7.498639E-19
7446.21765518196  8.139259E-19
7447.58545780189  7.330025E-19
7448.95326042183  6.613183E-19
7450.32106304176  6.410285E-19
7451.6888656617  8.184204E-19
7453.05666828163  6.987312E-19
7454.42447090156  7.103081E-19
7455.7922735215  5.968347E-19
7457.16007614143  6.146013E-19
7458.52787876137  6.341452E-19
7459.8956813813  6.764098E-19
7461.26348400124  7.086080E-19
7462.63128662117  9.851360E-19
7463.9990892411  6.651870E-19
7465.36689186104  7.186848E-19
7466.73469448097  9.153419E-19
7468.10249710091  7.884884E-19
7469.47029972084  6.614300E-19
7470.83810234077  7.146149E-19
7472.20590496071  5.984747E-19
7473.57370758064  6.742045E-19
7474.94151020058  7.030178E-19
7476.30931282051  1.006987E-18
7477.67711544044  9.320727E-19
7479.04491806038  9.009589E-19
7480.41272068031  7.251046E-19
7481.78052330025  4.979387E-19
7483.14832592018  6.331299E-19
7484.51612854012  6.842861E-19
7485.88393116005  9.685511E-19
7487.25173377998  7.248231E-19
7488.61953639992  7.874925E-19
7489.98733901985  6.471351E-19
7491.35514163979  6.804998E-19
7492.72294425972  8.823892E-19
7494.09074687965  7.957146E-19
7495.45854949959  6.747686E-19
7496.82635211952  6.402627E-19
7498.19415473946  6.485468E-19
7499.56195735939  6.655485E-19
7500.92975997933  5.510096E-19
7502.29756259926  7.433469E-19
7503.66536521919  7.210356E-19
7505.03316783913  6.799358E-19
7506.40097045906  7.055491E-19
7507.768773079  7.918834E-19
7509.13657569893  6.157327E-19
7510.50437831886  7.250066E-19
7511.8721809388  7.548970E-19
7513.23998355873  8.528807E-19
7514.60778617867  7.562262E-19
7515.9755887986  7.836291E-19
7517.34339141853  5.842922E-19
7518.71119403847  8.929706E-19
7520.0789966584  8.424476E-19
7521.44679927834  8.469492E-19
7522.81460189827  7.094263E-19
7524.1824045182  4.958379E-19
7525.55020713814  7.437785E-19
7526.91800975807  8.292554E-19
7528.28581237801  4.437976E-19
7529.65361499794  4.661770E-19
7531.02141761787  6.661784E-19
7532.38922023781  6.679092E-19
7533.75702285774  5.897481E-19
7535.12482547768  5.483345E-19
7536.49262809761  5.586886E-19
7537.86043071754  5.176129E-19
7539.22823333748  5.607358E-19
7540.59603595741  4.323434E-19
7541.96383857735  4.159253E-19
7543.33164119728  5.118824E-19
7544.69944381721  3.251842E-19
7546.06724643715  4.557601E-19
7547.43504905708  4.335889E-19
7548.80285167702  6.850859E-19
7550.17065429695  8.525856E-19
7551.53845691688  9.678895E-19
7552.90625953682  1.043147E-18
7554.27406215675  9.916828E-19
7555.64186477669  1.221239E-18
7557.00966739662  5.623089E-19
7558.37747001656  6.308442E-19
7559.74527263649  4.351221E-19
7561.11307525642  2.545101E-19
7562.48087787636  5.771310E-19
7563.84868049629  5.341098E-19
7565.21648311623  4.288127E-19
7566.58428573616  4.703613E-19
7567.95208835609  5.403183E-19
7569.31989097603  5.837383E-19
7570.68769359596  5.591992E-19
7572.0554962159  2.885046E-19
7573.42329883583  3.133590E-19
7574.79110145577  7.666076E-19
7576.1589040757  7.439959E-19
7577.52670669563  6.012340E-19
7578.89450931557  5.627844E-19
7580.2623119355  5.626901E-19
7581.63011455544  5.797464E-19
7582.99791717537  4.970997E-19
7584.3657197953  6.400047E-19
7585.73352241524  5.993562E-19
7587.10132503517  6.621258E-19
7588.46912765511  6.761420E-19
7589.83693027504  7.321807E-19
7591.20473289497  7.707821E-19
7592.57253551491  7.453831E-19
7593.94033813484  9.560922E-19
7595.30814075478  9.926114E-19
7596.67594337471  1.238786E-18
7598.04374599465  9.889284E-19
7599.41154861458  6.408890E-19
7600.77935123451  5.469780E-19
7602.14715385445  1.174039E-18
7603.51495647438  6.875421E-19
7604.88275909431  3.302390E-19
7606.25056171425  3.970582E-19
7607.61836433418  4.134249E-19
7608.98616695412  2.665643E-19
7610.35396957405  4.593171E-19
7611.72177219399  4.389504E-19
7613.08957481392  2.722637E-19
7614.45737743385  4.057353E-19
7615.82518005379  2.950196E-19
7617.19298267372  4.381133E-19
7618.56078529366  4.753220E-19
7619.92858791359  6.167402E-19
7621.29639053353  8.078938E-19
7622.66419315346  9.411147E-19
7624.03199577339  9.507945E-19
7625.39979839333  7.333267E-19
7626.76760101326  5.889581E-19
7628.1354036332  1.023335E-18
7629.50320625313  8.293309E-19
7630.87100887306  6.249813E-19
7632.238811493  5.986414E-19
7633.60661411293  4.506451E-19
7634.97441673287  5.447160E-19
7636.3422193528  3.591892E-19
7637.71002197274  4.955933E-19
7639.07782459267  7.934748E-19
7640.4456272126  9.021620E-19
7641.81342983254  8.114332E-19
7643.18123245247  7.834600E-19
7644.54903507241  7.537382E-19
7645.91683769234  7.677813E-19
7647.28464031227  6.026447E-19
7648.65244293221  5.376938E-19
7650.02024555214  5.385012E-19
7651.38804817208  4.565142E-19
7652.75585079201  3.948574E-19
7654.12365341194  4.220853E-19
7655.49145603188  6.143668E-19
7656.85925865181  5.982920E-19
7658.22706127175  6.023561E-19
7659.59486389168  7.411211E-19
7660.96266651161  5.653677E-19
7662.33046913155  5.828803E-19
7663.69827175148  6.459372E-19
7665.06607437142  7.652753E-19
7666.43387699135  6.228743E-19
7667.80167961129  7.473755E-19
7669.16948223122  5.767586E-19
7670.53728485115  6.957148E-19
7671.90508747109  7.342510E-19
7673.27289009102  6.854604E-19
7674.64069271095  5.545590E-19
7676.00849533089  6.555306E-19
7677.37629795082  8.536235E-19
7678.74410057076  5.764123E-19
7680.11190319069  8.620580E-19
7681.47970581063  6.344678E-19
7682.84750843056  7.113714E-19
7684.21531105049  6.928346E-19
7685.58311367043  8.630040E-19
7686.95091629036  7.988297E-19
7688.3187189103  6.245522E-19
7689.68652153023  5.598308E-19
7691.05432415016  4.789081E-19
7692.4221267701  6.067047E-19
7693.78992939003  6.044624E-19
7695.15773200997  7.002005E-19
7696.5255346299  8.252322E-19
7697.89333724984  5.117402E-19
7699.26113986977  5.101888E-19
7700.6289424897  6.360527E-19
7701.99674510964  8.913587E-19
7703.36454772957  6.654123E-19
7704.73235034951  7.479327E-19
7706.10015296944  6.969041E-19
7707.46795558937  8.026213E-19
7708.83575820931  8.064254E-19
7710.20356082924  9.517037E-19
7711.57136344918  6.384717E-19
7712.93916606911  4.773259E-19
7714.30696868904  8.557573E-19
7715.67477130898  7.196835E-19
7717.04257392891  4.660282E-19
7718.41037654885  3.748466E-19
7719.77817916878  4.944138E-19
7721.14598178871  8.840493E-19
7722.51378440865  5.737481E-19
7723.88158702858  6.000014E-19
7725.24938964852  4.838710E-19
7726.61719226845  3.963168E-19
7727.98499488839  5.516607E-19
7729.35279750832  6.947113E-19
7730.72060012825  6.402700E-19
7732.08840274819  4.944312E-19
7733.45620536812  6.687952E-19
7734.82400798806  5.677336E-19
7736.19181060799  4.523071E-19
7737.55961322792  7.007775E-19
7738.92741584786  6.433053E-19
7740.29521846779  6.512299E-19
7741.66302108773  6.318888E-19
7743.03082370766  4.738886E-19
7744.39862632759  6.541299E-19
7745.76642894753  6.360846E-19
7747.13423156746  6.828999E-19
7748.5020341874  7.246087E-19
7749.86983680733  5.381503E-19
7751.23763942726  4.981986E-19
7752.6054420472  1.361463E-19
7753.97324466713  2.451742E-19
7755.34104728707  6.725268E-19
7756.708849907  4.473438E-19
7758.07665252694  7.714106E-19
7759.44445514687  6.209329E-19
7760.8122577668  5.284903E-19
7762.18006038674  5.678476E-19
7763.54786300667  5.636304E-19
7764.91566562661  4.581114E-19
7766.28346824654  5.377170E-19
7767.65127086648  6.399351E-19
7769.01907348641  5.108888E-19
7770.38687610634  4.439459E-19
7771.75467872628  7.648195E-19
7773.12248134621  7.523076E-19
7774.49028396615  7.920636E-19
7775.85808658608  7.231984E-19
7777.22588920601  8.192257E-19
7778.59369182595  9.310014E-19
7779.96149444588  6.693674E-19
7781.32929706582  9.908350E-19
7782.69709968575  1.003898E-18
7784.06490230568  8.341383E-19
7785.43270492562  5.032374E-19
7786.80050754555  4.315861E-19
7788.16831016549  4.637758E-19
7789.53611278542  5.048142E-19
7790.90391540535  7.166786E-19
7792.27171802529  5.446218E-19
7793.63952064522  4.519336E-19
7795.00732326516  3.679030E-19
7796.37512588509  4.363746E-19
7797.74292850503  9.038140E-19
7799.11073112496  6.527437E-19
7800.47853374489  5.970831E-19
7801.84633636483  5.822741E-19
7803.21413898476  7.352975E-19
7804.5819416047  5.142980E-19
7805.94974422463  5.574039E-19
7807.31754684456  5.188831E-19
7808.6853494645  6.171694E-19
7810.05315208443  7.976318E-19
7811.42095470437  8.571676E-19
7812.7887573243  6.658896E-19
7814.15655994423  7.960011E-19
7815.52436256417  6.268024E-19
7816.8921651841  5.690992E-19
7818.25996780404  6.761834E-19
7819.62777042397  5.455637E-19
7820.9955730439  8.053547E-19
7822.36337566384  8.465235E-19
7823.73117828377  6.298996E-19
7825.09898090371  4.346556E-19
7826.46678352364  7.585341E-19
7827.83458614357  5.457667E-19
7829.20238876351  7.599088E-19
7830.57019138344  5.804686E-19
7831.93799400338  6.754147E-19
7833.30579662331  6.665351E-19
7834.67359924324  5.181854E-19
7836.04140186318  4.626001E-19
7837.40920448311  6.870605E-19
7838.77700710305  6.420320E-19
7840.14480972298  8.750667E-19
7841.51261234292  8.551580E-19
7842.88041496285  7.230179E-19
7844.24821758278  4.888501E-19
7845.61602020272  8.071785E-19
7846.98382282265  5.973575E-19
7848.35162544259  6.220889E-19
7849.71942806252  5.836926E-19
7851.08723068245  6.997266E-19
7852.45503330239  9.983767E-19
7853.82283592232  5.692925E-19
7855.19063854226  5.475538E-19
7856.55844116219  -3.224271E-20
7857.92624378212  7.093577E-19
7859.29404640206  8.142116E-19
7860.66184902199  4.412986E-19
7862.02965164193  6.196838E-19
7863.39745426186  6.440340E-19
7864.76525688179  8.305732E-19
7866.13305950173  2.303286E-19
7867.50086212166  7.982747E-19
7868.8686647416  4.738271E-19
7870.23646736153  1.485557E-18
7871.60426998147  5.863881E-19
7872.9720726014  4.620468E-19
7874.33987522133  5.099187E-19
7875.70767784127  6.304680E-19
7877.0754804612  8.815218E-19
7878.44328308114  2.595217E-20
7879.81108570107  9.557263E-19
7881.178888321  9.852292E-19
7882.54669094094  8.607422E-19
7883.91449356087  4.887848E-19
7885.28229618081  5.155165E-19
7886.65009880074  5.496961E-19
7888.01790142067  5.933769E-19
7889.38570404061  5.078106E-19
7890.75350666054  7.202606E-19
7892.12130928048  8.886698E-19
7893.48911190041  3.852356E-19
7894.85691452035  5.467138E-19
7896.22471714028  6.473308E-19
7897.59251976021  7.052666E-19
7898.96032238015  6.640739E-19
7900.32812500008  6.829311E-19
7901.69592762002  6.195755E-19
7903.06373023995  8.569924E-19
7904.43153285988  6.009927E-19
7905.79933547982  6.174979E-19
7907.16713809975  8.130177E-19
7908.53494071969  7.596649E-19
7909.90274333962  6.962171E-19
7911.27054595956  6.109454E-19
7912.63834857949  2.384766E-19
7914.00615119942  6.142676E-19
7915.37395381936  9.765954E-19
7916.74175643929  3.423667E-19
7918.10955905923  -5.347693E-20
7919.47736167916  2.395135E-19
7920.84516429909  5.122568E-19
7922.21296691903  1.252889E-18
7923.58076953896  6.021953E-19
7924.9485721589  7.315364E-19
7926.31637477883  7.336261E-19
7927.68417739876  6.959658E-19
7929.0519800187  5.553374E-19
7930.41978263863  6.625417E-19
7931.78758525857  2.905932E-19
7933.1553878785  5.615321E-19
7934.52319049843  6.425910E-19
7935.89099311837  7.403194E-19
7937.2587957383  5.795208E-19
7938.62659835824  6.246816E-19
7939.99440097817  6.727365E-19
7941.3622035981  6.893241E-19
7942.73000621804  6.655310E-19
7944.09780883797  8.570878E-19
7945.46561145791  8.021441E-19
7946.83341407784  7.483609E-19
7948.20121669777  6.690799E-19
7949.56901931771  7.346735E-19
7950.93682193764  7.869737E-19
7952.30462455758  7.493557E-19
7953.67242717751  7.163560E-19
7955.04022979744  5.717741E-19
7956.40803241738  5.659727E-19
7957.77583503731  7.820232E-19
7959.14363765725  7.683900E-19
7960.51144027718  8.169046E-19
7961.87924289711  8.329220E-19
7963.24704551705  9.001659E-19
7964.61484813699  5.675475E-19
7965.98265075692  5.438188E-19
7967.35045337685  7.384785E-19
7968.71825599679  6.906839E-19
7970.08605861672  8.375160E-19
7971.45386123666  6.427438E-19
7972.82166385659  6.029655E-19
7974.18946647652  7.110688E-19
7975.55726909646  7.663033E-19
7976.92507171639  7.293412E-19
7978.29287433633  7.489663E-19
7979.66067695626  7.778865E-19
7981.02847957619  7.622298E-19
7982.39628219613  5.052621E-19
7983.76408481606  7.318456E-19
7985.131887436  7.655310E-19
7986.49969005593  7.258959E-19
7987.86749267586  6.275064E-19
7989.2352952958  6.369001E-19
7990.60309791573  6.760951E-19
7991.97090053567  6.061207E-19
7993.3387031556  3.375268E-19
7994.70650577554  6.569743E-19
7996.07430839547  6.071794E-19
7997.44211101541  4.370213E-19
7998.80991363534  5.101925E-19
8000.17771625527  8.707180E-19
8001.54551887521  7.933554E-19
8002.91332149514  6.079155E-19
8004.28112411507  5.946872E-19
8005.64892673501  6.768187E-19
8007.01672935494  8.689590E-19
8008.38453197488  7.793358E-19
8009.75233459481  6.349460E-19
8011.12013721474  6.476546E-19
8012.48793983468  7.513560E-19
8013.85574245461  7.715965E-19
8015.22354507455  5.697083E-19
8016.59134769448  7.111921E-19
8017.95915031441  6.531871E-19
8019.32695293435  5.394667E-19
8020.69475555428  5.833143E-19
8022.06255817422  6.449141E-19
8023.43036079415  7.234462E-19
8024.79816341409  7.157736E-19
8026.16596603402  8.595104E-19
8027.53376865395  7.745835E-19
8028.90157127389  6.068364E-19
8030.26937389382  6.258364E-19
8031.63717651376  9.890500E-19
8033.00497913369  8.074828E-19
8034.37278175362  8.209762E-19
8035.74058437356  7.260912E-19
8037.10838699349  5.231379E-19
8038.47618961343  6.649680E-19
8039.84399223336  7.980253E-19
8041.21179485329  6.950759E-19
8042.57959747323  7.577101E-19
8043.94740009316  8.516995E-19
8045.3152027131  7.273535E-19
8046.68300533303  6.457777E-19
8048.05080795297  5.293342E-19
8049.4186105729  5.892700E-19
8050.78641319283  6.455487E-19
8052.15421581277  8.194110E-19
8053.5220184327  5.294286E-19
8054.88982105264  5.764421E-19
8056.25762367257  6.384651E-19
8057.6254262925  5.692794E-19
8058.99322891244  8.261351E-19
8060.36103153237  6.318397E-19
8061.72883415231  1.175110E-18
8063.09663677224  8.659160E-19
8064.46443939217  5.832257E-19
8065.83224201211  6.768840E-19
8067.20004463204  7.966993E-19
8068.56784725198  9.130479E-19
8069.93564987191  5.770644E-19
8071.30345249184  6.641357E-19
8072.67125511178  6.217318E-19
8074.03905773171  6.087294E-19
8075.40686035165  8.271140E-19
8076.77466297158  8.667387E-19
8078.14246559152  7.071273E-19
8079.51026821145  5.980839E-19
8080.87807083138  6.529460E-19
8082.24587345132  6.434102E-19
8083.61367607125  6.872652E-19
8084.98147869119  6.273129E-19
8086.34928131112  6.949441E-19
8087.71708393105  7.103825E-19
8089.08488655099  8.718790E-19
8090.45268917092  6.817450E-19
8091.82049179086  7.960340E-19
8093.18829441079  8.526552E-19
8094.55609703072  6.294423E-19
8095.92389965066  8.945519E-19
8097.29170227059  7.943776E-19
8098.65950489053  9.254551E-19
8100.02730751046  7.263376E-19
8101.39511013039  8.299227E-19
8102.76291275033  6.729803E-19
8104.13071537026  7.023636E-19
8105.4985179902  5.631935E-19
8106.86632061013  6.824624E-19
8108.23412323007  7.716734E-19
8109.60192585  8.573789E-19
8110.96972846993  8.543966E-19
8112.33753108987  7.541152E-19
8113.7053337098  8.582413E-19
8115.07313632974  1.015662E-18
8116.44093894967  8.139972E-19
8117.8087415696  6.588605E-19
8119.17654418954  7.495382E-19
8120.54434680947  7.630771E-19
8121.91214942941  7.483729E-19
8123.27995204934  7.382504E-19
8124.64775466927  6.465559E-19
8126.01555728921  7.337710E-19
8127.38335990914  7.391106E-19
8128.75116252908  8.580839E-19
8130.11896514901  6.714019E-19
8131.48676776894  7.993327E-19
8132.85457038888  6.769594E-19
8134.22237300881  7.107690E-19
8135.59017562875  6.372254E-19
8136.95797824868  9.314816E-19
8138.32578086862  6.470417E-19
8139.69358348855  6.050876E-19
8141.06138610848  7.786571E-19
8142.42918872842  7.358742E-19
8143.79699134835  8.564941E-19
8145.16479396829  7.797931E-19
8146.53259658822  8.582165E-19
8147.90039920815  8.748024E-19
8149.26820182809  7.811652E-19
8150.63600444802  8.061659E-19
8152.00380706796  8.153584E-19
8153.37160968789  7.862876E-19
8154.73941230782  8.483691E-19
8156.10721492776  5.375056E-19
8157.47501754769  6.047651E-19
8158.84282016763  5.539357E-19
8160.21062278756  6.490123E-19
8161.57842540749  8.286613E-19
8162.94622802743  6.709639E-19
8164.31403064736  6.116066E-19
8165.6818332673  5.211648E-19
8167.04963588723  6.725069E-19
8168.41743850717  3.255265E-19
8169.7852411271  6.471536E-19
8171.15304374703  6.667113E-19
8172.52084636697  3.968578E-19
8173.8886489869  6.287684E-19
8175.25645160684  7.446201E-19
8176.62425422677  6.507960E-19
8177.9920568467  7.887636E-19
8179.35985946664  6.493053E-19
8180.72766208657  7.068522E-19
8182.09546470651  4.545653E-19
8183.46326732644  5.978545E-19
8184.83106994637  6.887129E-19
8186.19887256631  6.374289E-19
8187.56667518624  7.377447E-19
8188.93447780618  6.142158E-19
8190.30228042611  7.869621E-19
8191.67008304605  7.105318E-19
8193.03788566598  5.893333E-19
8194.40568828591  4.883610E-19
8195.77349090585  6.992647E-19
8197.14129352578  8.376642E-19
8198.50909614572  7.158200E-19
8199.87689876565  5.152685E-19
8201.24470138558  7.491609E-19
8202.61250400552  7.921308E-19
8203.98030662545  5.587495E-19
8205.34810924539  6.000511E-19
8206.71591186532  6.927196E-19
8208.08371448525  7.136255E-19
8209.45151710519  5.551318E-19
8210.81931972512  5.700521E-19
8212.18712234506  7.045987E-19
8213.55492496499  5.088276E-19
8214.92272758493  4.371720E-19
8216.29053020486  6.643036E-19
8217.65833282479  5.905642E-19
8219.02613544473  5.133059E-19
8220.39393806466  6.482542E-19
8221.7617406846  7.466210E-19
8223.12954330453  6.633584E-19
8224.49734592447  6.173591E-19
8225.8651485444  7.865124E-19
8227.23295116433  5.963117E-19
8228.60075378427  7.953920E-19
8229.9685564042  6.487790E-19
8231.33635902414  4.795091E-19
8232.70416164407  4.216743E-19
8234.071964264  5.317878E-19
8235.43976688394  7.041269E-19
8236.80756950387  5.883460E-19
8238.17537212381  4.580871E-19
8239.54317474374  6.560458E-19
8240.91097736367  5.446218E-19
8242.27877998361  6.370649E-19
8243.64658260354  4.141362E-19
8245.01438522348  4.967587E-19
8246.38218784341  4.350131E-19
8247.74999046334  4.192517E-19
8249.11779308328  4.682351E-19
8250.48559570321  6.355920E-19
8251.85339832315  6.003621E-19
8253.22120094308  5.383974E-19
8254.58900356302  4.855380E-19
8255.95680618295  7.189582E-19
8257.32460880288  6.529344E-19
8258.69241142282  5.649252E-19
8260.06021404275  6.146352E-19
8261.42801666269  6.696898E-19
8262.79581928262  5.885985E-19
8264.16362190255  6.649237E-19
8265.53142452249  7.059052E-19
8266.89922714242  4.398842E-19
8268.26702976236  6.224293E-19
8269.63483238229  5.913234E-19
8271.00263500222  9.026248E-19
8272.37043762216  7.882797E-19
8273.73824024209  7.021683E-19
8275.10604286203  5.776919E-19
8276.47384548196  5.517891E-19
8277.84164810189  4.627865E-19
8279.20945072183  -6.875349E-20
8280.57725334176  3.665089E-19
8281.9450559617  8.290463E-19
8283.31285858163  1.115844E-18
8284.68066120156  7.614971E-19
8286.0484638215  6.340587E-19
8287.41626644143  1.123487E-18
8288.78406906137  5.273014E-19
8290.1518716813  6.006539E-19
8291.51967430123  5.312406E-19
8292.88747692117  1.073656E-18
8294.2552795411  1.051072E-18
8295.62308216104  3.288883E-19
8296.99088478097  4.342359E-19
8298.3586874009  5.378218E-19
8299.72649002084  7.299032E-19
8301.09429264077  4.124502E-19
8302.46209526071  3.864261E-19
8303.82989788064  3.119251E-20
8305.19770050057  4.330666E-19
8306.56550312051  3.057057E-19
8307.93330574045  5.497914E-19
8309.30110836038  5.873509E-19
8310.66891098031  5.654070E-19
8312.03671360025  7.684650E-19
8313.40451622018  6.244581E-19
8314.77231884012  2.804542E-19
8316.14012146005  5.877836E-19
8317.50792407998  6.832771E-19
8318.87572669992  4.628416E-19
8320.24352931985  4.918195E-19
8321.61133193979  5.806613E-19
8322.97913455972  7.982103E-19
8324.34693717965  7.842821E-19
8325.71473979959  5.809955E-19
8327.08254241952  5.199034E-19
8328.45034503946  5.261597E-19
8329.81814765939  5.701513E-19
8331.18595027932  5.925367E-19
8332.55375289926  6.195128E-19
8333.92155551919  4.027595E-19
8335.28935813913  6.791677E-19
8336.65716075906  7.215216E-19
8338.02496337899  7.417554E-19
8339.39276599893  7.831663E-19
8340.76056861886  7.923958E-19
8342.1283712388  7.305560E-19
8343.49617385873  -3.385536E-20
8344.86397647866  -4.590032E-20
8346.2317790986  7.447330E-19
8347.59958171853  1.098330E-18
8348.96738433847  7.777919E-19
8350.3351869584  8.781004E-19
8351.70298957833  7.552335E-19
8353.07079219827  8.939162E-19
8354.4385948182  2.763049E-19
8355.80639743814  3.915243E-19
8357.17420005807  7.701524E-19
8358.542002678  4.647963E-19
8359.90980529794  5.321740E-19
8361.27760791787  7.485531E-19
8362.64541053781  4.654009E-19
8364.01321315774  8.808860E-19
8365.38101577768  -1.689609E-19
8366.74881839761  4.906749E-19
8368.11662101755  8.153369E-19
8369.48442363748  8.207567E-19
8370.85222625741  5.614700E-19
8372.22002887735  7.850787E-19
8373.58783149728  6.375550E-19
8374.95563411722  7.946236E-19
8376.32343673715  7.028984E-19
8377.69123935708  8.420509E-19
8379.05904197702  8.235058E-19
8380.42684459695  6.199452E-19
8381.79464721689  7.339956E-19
8383.16244983682  9.332695E-19
8384.53025245675  4.308181E-19
8385.89805507669  3.028561E-19
8387.26585769662  5.345023E-19
8388.63366031656  4.927578E-19
8390.00146293649  6.615146E-19
8391.36926555642  5.679555E-19
8392.73706817636  6.851293E-19
8394.10487079629  4.999578E-19
8395.47267341623  7.200177E-19
8396.84047603616  3.944994E-19
8398.2082786561  5.281061E-19
8399.57608127603  2.650574E-19
8400.94388389596  1.041726E-19
8402.3116865159  6.084920E-19
8403.67948913583  -1.250143E-19
8405.04729175577  3.282645E-19
8406.4150943757  5.202247E-19
8407.78289699563  6.631825E-19
8409.15069961557  7.527111E-19
8410.5185022355  5.828957E-19
8411.88630485544  5.882209E-19
8413.25410747537  2.785442E-19
8414.6219100953  5.006833E-19
8415.98971271524  1.990616E-19
8417.35751533517  3.693781E-19
8418.72531795511  -5.732236E-20
8420.09312057504  6.262304E-19
8421.46092319497  4.707468E-19
8422.82872581491  3.915373E-19
8424.19652843484  5.604473E-19
