BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3140  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2CL            '  /                                              
FILENAME= '08D2CLFC_RECAL_ATM[*,1,1]'  /
7230.57593929782  2.726288E-19
7231.9433794023  2.482540E-19
7233.31081950679  3.850406E-19
7234.67825961127  3.323954E-19
7236.04569971576  3.512375E-19
7237.41313982024  1.681027E-19
7238.78057992472  4.382417E-19
7240.14802002921  4.354500E-19
7241.51546013369  2.503024E-19
7242.88290023818  5.571990E-19
7244.25034034266  2.384377E-19
7245.61778044715  9.067566E-19
7246.98522055163  5.465020E-19
7248.35266065612  1.551859E-20
7249.7201007606  2.724563E-19
7251.08754086509  4.616567E-19
7252.45498096957  3.794767E-19
7253.82242107406  -9.003180E-20
7255.18986117854  5.894849E-19
7256.55730128302  6.901373E-20
7257.92474138751  3.897157E-19
7259.292181492  3.533560E-19
7260.65962159648  2.612865E-19
7262.02706170096  2.495418E-19
7263.39450180545  1.472281E-19
7264.76194190993  1.981966E-19
7266.12938201442  1.842200E-19
7267.4968221189  7.373641E-20
7268.86426222339  4.120602E-20
7270.23170232787  4.360365E-20
7271.59914243236  2.331884E-19
7272.96658253684  2.590775E-19
7274.33402264133  -2.622701E-20
7275.70146274581  1.550967E-19
7277.06890285029  1.116195E-18
7278.43634295478  1.503460E-19
7279.80378305926  5.653634E-19
7281.17122316375  7.192364E-19
7282.53866326823  5.910106E-19
7283.90610337272  4.826561E-19
7285.2735434772  2.465155E-19
7286.64098358169  2.180235E-21
7288.00842368617  3.280855E-19
7289.37586379065  3.411738E-19
7290.74330389514  5.167246E-19
7292.11074399962  3.478531E-19
7293.47818410411  2.495394E-19
7294.84562420859  5.722587E-19
7296.21306431308  4.887827E-19
7297.58050441756  8.193999E-20
7298.94794452205  2.874967E-19
7300.31538462653  2.651876E-19
7301.68282473102  5.621650E-19
7303.0502648355  2.251225E-19
7304.41770493999  -2.928220E-20
7305.78514504447  2.215281E-19
7307.15258514896  2.086293E-19
7308.52002525344  4.505122E-19
7309.88746535793  5.057933E-19
7311.25490546241  1.040402E-20
7312.62234556689  7.543371E-19
7313.98978567138  7.516813E-19
7315.35722577586  6.394902E-19
7316.72466588035  4.060330E-19
7318.09210598483  5.170354E-19
7319.45954608932  2.200172E-19
7320.8269861938  1.152315E-19
7322.19442629829  3.216828E-19
7323.56186640277  2.979545E-19
7324.92930650725  2.885516E-19
7326.29674661174  3.832294E-19
7327.66418671622  6.144693E-19
7329.03162682071  5.476063E-19
7330.39906692519  5.189623E-20
7331.76650702968  3.436605E-19
7333.13394713416  2.753315E-19
7334.50138723865  1.201002E-19
7335.86882734313  1.391181E-19
7337.23626744762  2.417289E-19
7338.6037075521  4.511965E-19
7339.97114765658  6.598111E-20
7341.33858776107  7.639404E-19
7342.70602786556  4.677294E-19
7344.07346797004  4.768126E-19
7345.44090807452  3.565203E-19
7346.80834817901  3.170325E-19
7348.17578828349  3.651905E-19
7349.54322838798  2.193452E-19
7350.91066849246  2.129362E-19
7352.27810859695  3.375040E-19
7353.64554870143  3.794785E-19
7355.01298880592  -1.286852E-19
7356.3804289104  6.195517E-19
7357.74786901489  1.260382E-19
7359.11530911937  1.003756E-20
7360.48274922385  -1.386398E-19
7361.85018932834  2.700090E-19
7363.21762943282  2.989496E-19
7364.58506953731  6.712223E-19
7365.95250964179  6.332535E-19
7367.31994974628  8.464122E-19
7368.68738985076  1.257953E-18
7370.05482995525  1.358221E-18
7371.42227005973  5.117974E-19
7372.78971016422  2.775685E-19
7374.1571502687  4.119249E-19
7375.52459037319  4.565828E-19
7376.89203047767  2.732896E-19
7378.25947058215  2.546484E-19
7379.62691068664  2.693721E-19
7380.99435079112  5.164477E-19
7382.36179089561  1.182299E-19
7383.72923100009  2.911028E-19
7385.09667110458  3.835528E-20
7386.46411120906  3.585716E-19
7387.83155131354  7.640470E-19
7389.19899141803  5.730542E-19
7390.56643152252  3.168029E-19
7391.933871627  4.092882E-19
7393.30131173148  4.370886E-19
7394.66875183597  3.476652E-19
7396.03619194045  2.902547E-19
7397.40363204494  9.471456E-20
7398.77107214942  3.848677E-20
7400.13851225391  4.154006E-19
7401.50595235839  5.313106E-19
7402.87339246288  4.539977E-19
7404.24083256736  2.035808E-19
7405.60827267185  2.919136E-19
7406.97571277633  -3.268691E-20
7408.34315288082  6.631269E-20
7409.7105929853  2.542039E-19
7411.07803308978  1.330299E-19
7412.44547319427  1.081239E-19
7413.81291329875  2.346522E-19
7415.18035340324  3.815277E-19
7416.54779350772  4.195668E-19
7417.91523361221  1.594924E-19
7419.28267371669  4.045803E-19
7420.65011382118  3.214375E-20
7422.01755392566  -3.671532E-20
7423.38499403015  3.587189E-19
7424.75243413463  2.053376E-19
7426.11987423912  6.408106E-19
7427.4873143436  3.250064E-19
7428.85475444809  3.420650E-19
7430.22219455257  2.907318E-19
7431.58963465706  4.052859E-19
7432.95707476154  4.306062E-19
7434.32451486602  1.811256E-20
7435.69195497051  4.641888E-19
7437.05939507499  6.266227E-19
7438.42683517948  4.538659E-19
7439.79427528396  2.741653E-19
7441.16171538845  1.263467E-19
7442.52915549293  5.580554E-19
7443.89659559741  3.131808E-19
7445.2640357019  2.084105E-19
7446.63147580638  -3.438582E-20
7447.99891591087  1.971679E-19
7449.36635601535  4.922535E-19
7450.73379611984  2.926209E-19
7452.10123622432  2.775713E-19
7453.46867632881  4.247963E-19
7454.83611643329  3.840629E-19
7456.20355653778  -9.652961E-20
7457.57099664226  3.669195E-19
7458.93843674675  4.195279E-19
7460.30587685123  4.338470E-19
7461.67331695571  3.849297E-19
7463.0407570602  4.298584E-19
7464.40819716469  3.087144E-19
7465.77563726917  5.058458E-19
7467.14307737365  -7.133884E-20
7468.51051747814  -7.468183E-20
7469.87795758262  2.802752E-19
7471.24539768711  4.410855E-19
7472.61283779159  3.951665E-19
7473.98027789608  5.502815E-19
7475.34771800056  2.455555E-19
7476.71515810505  4.637178E-19
7478.08259820953  1.373241E-19
7479.45003831402  1.601513E-19
7480.8174784185  6.001404E-20
7482.18491852298  4.336836E-19
7483.55235862747  2.445633E-19
7484.91979873195  1.326724E-19
7486.28723883644  3.482063E-19
7487.65467894092  3.109733E-19
7489.02211904541  3.710966E-19
7490.38955914989  3.261494E-19
7491.75699925438  5.409003E-19
7493.12443935886  4.305782E-19
7494.49187946335  1.616715E-19
7495.85931956783  6.736815E-19
7497.22675967231  6.489680E-19
7498.5941997768  4.129871E-19
7499.96163988128  3.197641E-19
7501.32907998577  3.996230E-19
7502.69652009025  3.227926E-19
7504.06396019474  5.242338E-19
7505.43140029922  4.012098E-19
7506.79884040371  5.415205E-19
7508.16628050819  4.424122E-19
7509.53372061267  2.304203E-19
7510.90116071716  1.948957E-19
7512.26860082164  1.918679E-19
7513.63604092613  1.985053E-19
7515.00348103061  2.026545E-19
7516.3709211351  2.959875E-19
7517.73836123958  4.128511E-19
7519.10580134407  4.380144E-19
7520.47324144855  3.109258E-19
7521.84068155304  2.045390E-19
7523.20812165752  6.299017E-19
7524.57556176201  2.136869E-19
7525.94300186649  4.856296E-21
7527.31044197098  4.313016E-20
7528.67788207546  3.223022E-19
7530.04532217994  -1.258549E-19
7531.41276228443  4.405147E-19
7532.78020238891  3.001434E-19
7534.1476424934  2.379601E-19
7535.51508259788  4.009479E-19
7536.88252270237  3.401223E-19
7538.24996280685  2.718055E-19
7539.61740291134  4.116348E-19
7540.98484301582  2.332349E-19
7542.35228312031  -1.835884E-20
7543.71972322479  4.986155E-19
7545.08716332928  1.897891E-19
7546.45460343376  3.106395E-19
7547.82204353824  3.610792E-19
7549.18948364273  4.259653E-19
7550.55692374721  5.756335E-19
7551.9243638517  3.392806E-19
7553.29180395618  2.623463E-19
7554.65924406067  4.234906E-19
7556.02668416515  4.409918E-19
7557.39412426964  2.269267E-19
7558.76156437412  3.753478E-19
7560.12900447861  3.328287E-19
7561.49644458309  5.144688E-19
7562.86388468758  4.142359E-19
7564.23132479206  4.760817E-19
7565.59876489654  3.288762E-19
7566.96620500103  3.644054E-19
7568.33364510551  4.491528E-19
7569.70108521  4.349853E-19
7571.06852531448  4.841001E-19
7572.43596541897  -5.041892E-19
7573.80340552345  4.224972E-19
7575.17084562794  3.875906E-19
7576.53828573242  2.381313E-19
7577.90572583691  6.771799E-20
7579.27316594139  4.350400E-19
7580.64060604587  4.379834E-19
7582.00804615036  2.469325E-19
7583.37548625484  3.886884E-19
7584.74292635933  5.705349E-19
7586.11036646381  4.335561E-19
7587.4778065683  2.240944E-19
7588.84524667278  3.008877E-19
7590.21268677727  3.050795E-19
7591.58012688175  2.813879E-19
7592.94756698624  5.139551E-19
7594.31500709072  4.127680E-20
7595.68244719521  3.526194E-19
7597.04988729969  -8.046512E-20
7598.41732740418  4.704804E-20
7599.78476750866  2.531217E-19
7601.15220761314  5.125180E-19
7602.51964771763  -3.398484E-20
7603.88708782211  4.369299E-19
7605.2545279266  5.613058E-20
7606.62196803108  1.195755E-19
7607.98940813557  -1.334930E-20
7609.35684824005  6.526407E-19
7610.72428834454  6.691131E-19
7612.09172844902  4.521523E-19
7613.45916855351  3.882725E-19
7614.82660865799  2.516325E-19
7616.19404876248  5.002935E-19
7617.56148886696  1.787858E-19
7618.92892897144  3.510878E-19
7620.29636907593  9.635914E-20
7621.66380918041  3.306174E-19
7623.0312492849  -1.398611E-20
7624.39868938938  6.412380E-19
7625.76612949387  4.184924E-19
7627.13356959835  5.213440E-20
7628.50100970284  8.813148E-19
7629.86844980732  4.430992E-19
7631.2358899118  4.706229E-19
7632.60333001629  4.891443E-19
7633.97077012077  4.388771E-19
7635.33821022526  1.998911E-19
7636.70565032974  4.149636E-20
7638.07309043423  1.084866E-19
7639.44053053871  2.876017E-19
7640.8079706432  5.908405E-19
7642.17541074768  7.573170E-19
7643.54285085217  5.792392E-19
7644.91029095665  4.664070E-19
7646.27773106114  3.865932E-19
7647.64517116562  2.497048E-19
7649.01261127011  3.123840E-19
7650.38005137459  4.686893E-19
7651.74749147908  3.948142E-19
7653.11493158356  3.263329E-19
7654.48237168804  9.802674E-20
7655.84981179253  -5.165029E-20
7657.21725189701  2.974726E-19
7658.5846920015  1.807855E-19
7659.95213210598  9.527791E-20
7661.31957221047  4.017860E-19
7662.68701231495  3.749304E-19
7664.05445241944  2.561443E-19
7665.42189252392  2.191106E-19
7666.7893326284  -6.296109E-20
7668.15677273289  5.309463E-19
7669.52421283737  3.170512E-19
7670.89165294186  3.074595E-19
7672.25909304634  3.531455E-19
7673.62653315083  4.835013E-19
7674.99397325531  3.980924E-19
7676.3614133598  3.979754E-19
7677.72885346428  3.188462E-19
7679.09629356877  3.404641E-19
7680.46373367325  4.749535E-19
7681.83117377774  4.943618E-19
7683.19861388222  4.811683E-19
7684.56605398671  3.567615E-19
7685.93349409119  2.103461E-20
7687.30093419567  3.210153E-19
7688.66837430016  3.478290E-19
7690.03581440464  1.541362E-19
7691.40325450913  5.735303E-19
7692.77069461361  4.729437E-19
7694.1381347181  3.728268E-19
7695.50557482258  3.274522E-19
7696.87301492707  2.557390E-19
7698.24045503155  1.312327E-19
7699.60789513604  1.508046E-19
7700.97533524052  4.565030E-19
7702.342775345  -7.142396E-21
7703.71021544949  1.756333E-20
7705.07765555397  4.698264E-19
7706.44509565846  4.001735E-19
7707.81253576294  9.929570E-19
7709.17997586743  8.322687E-19
7710.54741597191  3.752420E-19
7711.9148560764  3.183300E-19
7713.28229618088  1.515020E-18
7714.64973628537  9.646408E-19
7716.01717638985  8.873360E-19
7717.38461649433  1.861342E-18
7718.75205659882  1.548398E-20
7720.1194967033  3.655404E-19
7721.48693680779  4.564493E-20
7722.85437691227  1.993965E-19
7724.22181701676  -1.275018E-19
7725.58925712124  6.101900E-19
7726.95669722573  5.312418E-19
7728.32413733021  3.417887E-19
7729.6915774347  2.882817E-19
7731.05901753918  3.561668E-19
7732.42645764367  3.909378E-19
7733.79389774815  2.305202E-19
7735.16133785264  4.616665E-19
7736.52877795712  2.389328E-19
7737.8962180616  2.281625E-19
7739.26365816609  2.022642E-19
7740.63109827057  2.955611E-19
7741.99853837506  4.321472E-19
7743.36597847954  2.746784E-19
7744.73341858403  2.435642E-19
7746.10085868851  5.432537E-19
7747.468298793  4.345546E-19
7748.83573889748  4.617910E-19
7750.20317900197  3.430317E-19
7751.57061910645  2.486534E-19
7752.93805921094  7.163231E-21
7754.30549931542  1.557853E-19
7755.6729394199  2.904339E-19
7757.04037952439  5.439958E-19
7758.40781962887  3.905066E-19
7759.77525973336  5.143831E-20
7761.14269983784  1.220474E-19
7762.51013994233  1.251005E-19
7763.87758004681  4.089294E-19
7765.2450201513  4.864995E-19
7766.61246025578  2.755503E-19
7767.97990036027  3.711895E-19
7769.34734046475  3.572181E-19
7770.71478056924  2.407389E-19
7772.08222067372  -5.830125E-20
7773.4496607782  3.337580E-19
7774.81710088269  2.468428E-19
7776.18454098717  6.280236E-20
7777.55198109166  3.904213E-19
7778.91942119614  5.353195E-19
7780.28686130063  4.394537E-19
7781.65430140511  7.058827E-23
7783.0217415096  4.991744E-19
7784.38918161408  5.208983E-19
7785.75662171857  5.716966E-19
7787.12406182305  5.782744E-19
7788.49150192753  6.805987E-19
7789.85894203202  5.203434E-19
7791.2263821365  1.644976E-19
7792.59382224099  2.287584E-20
7793.96126234547  6.874385E-19
7795.32870244996  5.332237E-19
7796.69614255444  5.338641E-19
7798.06358265893  3.133268E-19
7799.43102276341  5.052139E-19
7800.79846286789  5.317530E-19
7802.16590297238  3.659549E-19
7803.53334307687  2.605939E-19
7804.90078318135  3.413904E-19
7806.26822328584  1.967810E-19
7807.63566339032  5.664324E-19
7809.00310349481  1.572556E-19
7810.37054359929  -5.396554E-19
7811.73798370377  -2.445974E-20
7813.10542380826  1.664476E-19
7814.47286391274  3.385516E-19
7815.84030401723  5.436211E-19
7817.20774412171  -4.221579E-20
7818.5751842262  3.935536E-19
7819.94262433068  8.295941E-19
7821.31006443517  1.007957E-18
7822.67750453965  6.489762E-19
7824.04494464413  -6.070599E-20
7825.41238474862  1.609165E-19
7826.7798248531  9.999820E-20
7828.14726495759  4.574417E-19
7829.51470506207  3.254035E-19
7830.88214516656  4.002923E-19
7832.24958527104  4.584910E-19
7833.61702537553  5.081535E-19
7834.98446548001  3.815209E-19
7836.3519055845  -1.003655E-19
7837.71934568898  3.451449E-19
7839.08678579346  3.153579E-19
7840.45422589795  7.720047E-19
7841.82166600244  4.593714E-19
7843.18910610692  4.005531E-19
7844.5565462114  2.479023E-19
7845.92398631589  4.451768E-19
7847.29142642037  2.854218E-19
7848.65886652486  -1.900646E-19
7850.02630662934  1.225012E-18
7851.39374673383  1.220124E-18
7852.76118683831  7.262769E-20
7854.1286269428  3.524838E-19
7855.49606704728  2.142517E-19
7856.86350715176  1.107240E-19
7858.23094725625  6.187333E-19
7859.59838736073  6.543315E-19
7860.96582746522  8.338906E-19
7862.3332675697  5.272700E-19
7863.70070767419  1.934169E-19
7865.06814777867  3.532141E-19
7866.43558788316  2.080108E-19
7867.80302798764  -3.918709E-20
7869.17046809213  -2.663388E-19
7870.53790819661  -3.683578E-20
7871.9053483011  6.120078E-19
7873.27278840558  4.598784E-19
7874.64022851006  3.860646E-19
7876.00766861455  -6.293800E-19
7877.37510871903  1.798210E-19
7878.74254882352  4.040971E-19
7880.109988928  4.399764E-19
7881.47742903249  2.329975E-19
7882.84486913697  8.041687E-19
7884.21230924146  1.218094E-19
7885.57974934594  4.793181E-19
7886.94718945043  9.365777E-20
7888.31462955491  1.385313E-19
7889.6820696594  1.978670E-19
7891.04950976388  1.442625E-19
7892.41694986836  6.565276E-20
7893.78438997285  2.097571E-19
7895.15183007733  3.988028E-19
7896.51927018182  4.427005E-19
7897.8867102863  1.240865E-19
7899.25415039079  4.516772E-19
7900.62159049527  3.797135E-19
7901.98903059976  9.507794E-20
7903.35647070424  2.855471E-19
7904.72391080873  3.116565E-19
7906.09135091321  4.477711E-19
7907.45879101769  2.298793E-19
7908.82623112218  7.956548E-20
7910.19367122666  6.288449E-20
7911.56111133115  2.023088E-19
7912.92855143563  2.262505E-19
7914.29599154012  2.293816E-20
7915.6634316446  -9.999719E-19
7917.03087174909  3.461382E-19
7918.39831185357  5.577447E-19
7919.76575195806  5.032652E-19
7921.13319206254  9.445222E-20
7922.50063216703  5.754107E-19
7923.86807227151  2.338813E-19
7925.235512376  -3.400521E-20
7926.60295248048  2.385152E-19
7927.97039258497  6.031826E-19
7929.33783268945  5.062272E-19
7930.70527279393  5.622273E-19
7932.07271289842  5.727209E-19
7933.4401530029  2.883567E-19
7934.80759310739  5.734127E-19
7936.17503321187  3.658107E-19
7937.54247331636  2.752870E-19
7938.90991342084  1.709483E-19
7940.27735352533  1.520567E-19
7941.64479362981  3.450825E-19
7943.0122337343  4.065250E-19
7944.37967383878  1.728802E-19
7945.74711394326  4.280965E-19
7947.11455404775  4.309983E-19
7948.48199415223  5.602759E-19
7949.84943425672  3.451475E-19
7951.2168743612  4.198443E-19
7952.58431446569  3.647714E-19
7953.95175457017  3.846703E-19
7955.31919467466  4.099231E-19
7956.68663477914  4.084868E-19
7958.05407488363  2.408935E-19
7959.42151498811  3.477727E-19
7960.78895509259  1.325535E-19
7962.15639519708  9.377659E-19
7963.52383530156  1.817672E-19
7964.89127540605  4.127136E-19
7966.25871551053  3.839959E-19
7967.62615561502  2.816091E-19
7968.9935957195  1.170076E-19
7970.36103582399  3.735895E-19
7971.72847592847  4.049228E-19
7973.09591603296  3.843327E-19
7974.46335613744  6.411135E-20
7975.83079624193  1.436574E-19
7977.19823634641  6.999875E-19
7978.56567645089  1.315003E-19
7979.93311655538  6.404405E-19
7981.30055665986  8.713476E-19
7982.66799676435  4.145494E-19
7984.03543686883  5.041126E-19
7985.40287697332  -1.962908E-21
7986.7703170778  3.091956E-19
7988.13775718229  5.593594E-19
7989.50519728677  8.304709E-19
7990.87263739126  3.782306E-19
7992.24007749574  -4.331023E-19
7993.60751760023  2.108160E-19
7994.97495770471  1.115881E-19
7996.34239780919  5.535075E-19
7997.70983791368  2.901713E-19
7999.07727801816  4.117545E-19
8000.44471812265  5.036283E-19
8001.81215822713  3.533430E-19
8003.17959833162  1.814464E-19
8004.5470384361  4.082959E-19
8005.91447854059  9.515983E-20
8007.28191864507  -1.922534E-20
8008.64935874955  3.431933E-19
8010.01679885404  1.428314E-19
8011.38423895852  5.933463E-19
8012.75167906301  3.939572E-19
8014.11911916749  6.626604E-19
8015.48655927198  5.692802E-19
8016.85399937646  1.467482E-19
8018.22143948095  3.620609E-20
8019.58887958543  2.878223E-20
8020.95631968992  3.281630E-19
8022.3237597944  2.432788E-19
8023.69119989889  -1.740465E-20
8025.05864000337  1.463853E-19
8026.42608010786  -4.669051E-20
8027.79352021234  5.676860E-19
8029.16096031682  -1.354694E-20
8030.52840042131  -3.630894E-20
8031.89584052579  3.124878E-19
8033.26328063028  2.185521E-19
8034.63072073476  1.958429E-19
8035.99816083925  2.747002E-19
8037.36560094373  2.543649E-19
8038.73304104822  3.977762E-19
8040.1004811527  3.375656E-19
8041.46792125719  1.671350E-19
8042.83536136167  3.076423E-19
8044.20280146615  2.585560E-19
8045.57024157064  5.155618E-19
8046.93768167512  4.326142E-19
8048.30512177961  6.249265E-19
8049.67256188409  6.611767E-19
8051.04000198858  3.329385E-19
8052.40744209306  3.610336E-19
8053.77488219755  1.863013E-19
8055.14232230203  3.417766E-19
8056.50976240652  4.560049E-19
8057.877202511  2.839534E-19
8059.24464261549  4.298413E-19
8060.61208271997  6.229520E-19
8061.97952282446  3.962212E-19
8063.34696292894  3.894327E-19
8064.71440303342  -7.842542E-20
8066.08184313791  3.369414E-19
8067.44928324239  3.384372E-19
8068.81672334688  1.959685E-19
8070.18416345136  3.073468E-19
8071.55160355585  5.444573E-21
8072.91904366033  3.744144E-19
8074.28648376482  -8.596033E-19
8075.6539238693  2.552070E-19
8077.02136397379  1.913712E-19
8078.38880407827  2.920527E-19
8079.75624418275  4.277605E-19
8081.12368428724  5.535949E-19
8082.49112439172  3.286156E-19
8083.85856449621  4.779702E-19
8085.22600460069  5.964375E-19
8086.59344470518  4.422584E-19
8087.96088480966  2.775199E-19
8089.32832491415  2.870563E-19
8090.69576501863  4.075835E-19
8092.06320512311  4.169857E-19
8093.4306452276  4.377381E-19
8094.79808533208  5.501140E-19
8096.16552543657  6.536918E-19
8097.53296554105  4.173804E-19
8098.90040564554  1.418472E-19
8100.26784575002  4.327201E-19
8101.63528585451  2.972712E-19
8103.00272595899  4.952427E-19
8104.37016606348  4.055672E-19
8105.73760616796  4.525283E-19
8107.10504627245  -1.860071E-20
8108.47248637693  2.840320E-19
8109.83992648142  3.063553E-19
8111.2073665859  4.839095E-19
8112.57480669039  1.058289E-19
8113.94224679487  3.289881E-19
8115.30968689936  4.097678E-19
8116.67712700384  4.641705E-19
8118.04456710832  4.145384E-19
8119.41200721281  3.328588E-19
8120.77944731729  2.885725E-19
8122.14688742178  -4.880872E-20
8123.51432752626  2.454426E-19
8124.88176763075  4.701328E-19
8126.24920773523  -8.149345E-20
8127.61664783972  -1.141275E-19
8128.9840879442  3.831899E-19
8130.35152804868  7.745137E-19
8131.71896815317  6.204598E-19
8133.08640825765  3.831047E-19
8134.45384836214  6.479273E-19
8135.82128846662  4.196364E-19
8137.18872857111  4.751407E-19
8138.55616867559  2.578434E-19
8139.92360878008  3.374241E-19
8141.29104888456  3.211340E-19
8142.65848898905  5.082237E-19
8144.02592909353  4.226691E-19
8145.39336919802  3.552878E-19
8146.7608093025  4.041664E-19
8148.12824940698  4.749872E-19
8149.49568951147  1.977031E-19
8150.86312961595  4.621849E-19
8152.23056972044  5.077550E-19
8153.59800982492  3.270179E-19
8154.96544992941  4.266511E-19
8156.33289003389  1.167935E-19
8157.70033013838  5.071358E-19
8159.06777024286  2.683343E-19
8160.43521034735  3.822536E-19
8161.80265045183  5.443079E-19
8163.17009055632  5.094224E-19
8164.5375306608  6.186942E-19
8165.90497076528  3.764955E-19
8167.27241086977  4.715642E-19
8168.63985097425  3.618008E-19
8170.00729107874  5.035855E-19
8171.37473118322  4.131953E-19
8172.74217128771  1.489753E-19
8174.10961139219  3.643545E-19
8175.47705149668  5.490830E-19
8176.84449160116  6.538121E-19
8178.21193170565  5.405078E-19
8179.57937181013  4.121287E-19
8180.94681191461  6.528303E-19
8182.3142520191  3.816070E-19
8183.68169212359  5.681621E-19
8185.04913222807  2.313850E-19
8186.41657233255  5.096301E-20
8187.78401243704  4.694506E-19
8189.15145254152  6.492609E-19
8190.51889264601  6.136690E-19
8191.88633275049  5.545848E-19
8193.25377285498  3.850742E-19
8194.62121295946  4.260253E-19
8195.98865306395  2.887675E-19
8197.35609316843  5.226233E-19
8198.72353327292  4.873701E-19
8200.0909733774  5.067409E-19
8201.45841348188  5.849204E-19
8202.82585358637  3.931540E-19
8204.19329369085  6.100622E-19
8205.56073379534  6.467959E-19
8206.92817389982  5.924730E-19
8208.29561400431  3.888964E-19
8209.66305410879  5.299396E-19
8211.03049421328  5.666692E-19
8212.39793431776  3.194731E-19
8213.76537442224  4.450881E-19
8215.13281452673  5.417106E-19
8216.50025463121  2.268037E-19
8217.8676947357  5.813647E-19
8219.23513484018  5.236624E-19
8220.60257494467  4.396956E-19
8221.97001504915  6.867970E-19
8223.33745515364  5.861134E-19
8224.70489525812  4.764633E-19
8226.07233536261  5.039560E-19
8227.43977546709  4.175664E-19
8228.80721557157  5.677661E-19
8230.17465567606  7.877506E-19
8231.54209578055  3.984962E-19
8232.90953588503  5.488140E-19
8234.27697598951  6.726048E-19
8235.644416094  5.050484E-19
8237.01185619848  6.479853E-19
8238.37929630297  7.597419E-19
8239.74673640745  6.028246E-19
8241.11417651194  6.098559E-19
8242.48161661642  4.238025E-19
8243.84905672091  3.112205E-19
8245.21649682539  5.222422E-19
8246.58393692988  6.304457E-19
8247.95137703436  6.791416E-19
8249.31881713884  -2.600906E-20
8250.68625724333  5.407892E-19
8252.05369734781  3.083027E-19
8253.4211374523  6.888550E-19
8254.78857755678  4.384262E-19
8256.15601766127  5.967572E-19
8257.52345776575  4.964582E-19
8258.89089787024  6.635290E-19
8260.25833797472  2.965460E-19
8261.62577807921  6.788174E-19
8262.99321818369  4.150246E-19
8264.36065828818  6.522336E-19
8265.72809839266  5.081425E-19
8267.09553849715  2.879601E-19
8268.46297860163  3.741500E-19
8269.83041870612  4.538355E-19
8271.1978588106  6.980982E-19
8272.56529891509  8.007237E-19
8273.93273901957  4.622560E-19
8275.30017912405  5.096002E-19
8276.66761922854  9.162995E-19
8278.03505933302  6.652138E-19
8279.40249943751  6.358260E-19
8280.76993954199  1.097574E-18
8282.13737964648  6.461773E-19
8283.50481975096  5.705113E-19
8284.87225985544  3.955264E-20
8286.23969995993  2.601897E-19
8287.60714006441  1.090274E-18
8288.9745801689  5.991773E-19
8290.34202027338  7.897215E-19
8291.70946037787  6.576384E-19
8293.07690048235  7.394267E-19
8294.44434058684  6.621753E-20
8295.81178069132  -1.856079E-19
8297.17922079581  -1.514050E-19
8298.54666090029  5.255408E-19
8299.91410100478  8.561874E-19
8301.28154110926  6.030604E-19
8302.64898121374  2.537143E-19
8304.01642131823  5.197417E-19
8305.38386142271  6.647630E-19
8306.7513015272  3.445545E-19
8308.11874163168  1.310528E-18
8309.48618173617  6.882200E-19
8310.85362184065  -1.049108E-18
8312.22106194513  3.818107E-19
8313.58850204962  5.181396E-19
8314.95594215411  3.054806E-19
8316.32338225859  1.908998E-19
8317.69082236307  9.539837E-19
8319.05826246756  8.954568E-19
8320.42570257204  1.408079E-18
8321.79314267653  7.778947E-19
8323.16058278101  1.304007E-18
8324.5280228855  1.539359E-18
8325.89546298998  9.741187E-19
8327.26290309447  4.815531E-19
8328.63034319895  6.608156E-19
8329.99778330344  9.102559E-19
8331.36522340792  1.062276E-18
8332.73266351241  3.192053E-19
8334.10010361689  5.866613E-19
8335.46754372138  5.780780E-19
8336.83498382586  1.045145E-18
8338.20242393034  4.634520E-19
8339.56986403483  5.821512E-19
8340.93730413931  1.936600E-18
8342.3047442438  2.542938E-18
8343.67218434828  8.578659E-19
8345.03962445277  9.170523E-19
8346.40706455725  -1.551165E-21
8347.77450466174  7.632818E-19
8349.14194476622  3.587185E-19
8350.50938487071  7.918489E-19
8351.87682497519  1.184953E-18
8353.24426507968  6.221733E-19
8354.61170518416  7.579177E-19
8355.97914528865  9.520091E-19
8357.34658539313  6.051168E-19
8358.71402549761  5.332251E-19
8360.0814656021  5.428192E-19
8361.44890570658  4.671965E-19
8362.81634581107  3.259388E-20
8364.18378591555  9.349648E-20
8365.55122602004  6.036933E-19
8366.91866612452  6.996076E-19
8368.286106229  6.136859E-19
8369.65354633349  4.558727E-19
8371.02098643797  5.205264E-19
8372.38842654246  3.768561E-19
8373.75586664695  4.913231E-19
8375.12330675143  5.368078E-19
8376.49074685591  4.941627E-19
8377.8581869604  7.450624E-19
8379.22562706488  7.580580E-19
8380.59306716937  1.055615E-18
8381.96050727385  4.290064E-19
8383.32794737834  5.053196E-19
8384.69538748282  4.591914E-19
8386.06282758731  5.761171E-19
8387.43026769179  5.049856E-19
8388.79770779628  6.724879E-19
8390.16514790076  6.512197E-19
8391.53258800524  4.191739E-19
8392.90002810973  5.274447E-19
8394.26746821421  5.430888E-19
8395.6349083187  4.843689E-19
8397.00234842318  5.029142E-19
8398.36978852767  9.238398E-19
